Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
CHUK,53,36,KEA3,0.8828571428571429,4,CHUK,OTHER,IKK,NA
CLK1,167.5,164,KEA3,0.4114285714285714,2,CLK1,CMGC,CLK,NA
CLK2,114.5,106,KEA3,0.6285714285714286,3,CLK2,CMGC,CLK,NA
CLK3,138.5,133,KEA3,0.52,3,CLK3,CMGC,CLK,NA
CLK4,322,277,KEA3,0.037142857142857144,1,CLK4,CMGC,CLK,NA
CSF1R,334,285,KEA3,0.014285714285714285,1,CSF1R,TK,PDGFR,NA
CSK,158.66666666666666,153,KEA3,0.44285714285714284,2,CSK,TK,CSK,NA
CSNK1A1,23.333333333333332,8,KEA3,0.9771428571428571,4,CSNK1A1,CK1,CK1,CK1-A
CSNK1A1L,338,289,KEA3,0.002857142857142857,1,CSNK1A1L,CK1,CK1,CK1-A
CSNK1D,36.666666666666664,16,KEA3,0.9457142857142857,4,CSNK1D,CK1,CK1,CK1-D
CSNK1E,123.66666666666667,118,KEA3,0.5771428571428572,3,CSNK1E,CK1,CK1,CK1-D
CSNK1G1,211,197,KEA3,0.3,2,CSNK1G1,CK1,CK1,CK1-G
CSNK1G2,212,199,KEA3,0.2885714285714286,2,CSNK1G2,CK1,CK1,CK1-G
CSNK1G3,271,238,KEA3,0.15142857142857144,1,CSNK1G3,CK1,CK1,CK1-G
CSNK2A1,103.33333333333333,90,KEA3,0.68,3,CSNK2A1,CMGC,CK2,NA
CSNK2A2,116,107,KEA3,0.6228571428571429,3,CSNK2A2,CMGC,CK2,NA
DAPK1,26,9,KEA3,0.9714285714285714,4,DAPK1,CAMK,DAPK,DAPK
DAPK3,72,49,KEA3,0.8371428571428572,4,DAPK3,CAMK,DAPK,DAPK
DCLK1,252,229,KEA3,0.17714285714285713,1,DCLK1,CAMK,DCAMKL,NA
DDR1,86,68,KEA3,0.7714285714285715,4,DDR1,TK,DDR,NA
DDR2,42,23,KEA3,0.9228571428571428,4,DDR2,TK,DDR,NA
DMPK,198,191,KEA3,0.32,2,DMPK,AGC,DMPK,GEK
DYRK1A,31.666666666666668,13,KEA3,0.9542857142857143,4,DYRK1A,CMGC,DYRK,DYRK1
DYRK1B,85,67,KEA3,0.7742857142857142,4,DYRK1B,CMGC,DYRK,DYRK1
DYRK2,85,67,KEA3,0.7742857142857142,4,DYRK2,CMGC,DYRK,DYRK2
DYRK3,206,195,KEA3,0.30857142857142855,2,DYRK3,CMGC,DYRK,DYRK2
DYRK4,79.5,61,KEA3,0.7971428571428572,4,DYRK4,CMGC,DYRK,DYRK2
EEF2K,166.5,163,KEA3,0.4142857142857143,2,EEF2K,ATYPICAL,ALPHA,EEF2K
EGFR,112.33333333333333,102,KEA3,0.64,3,EGFR,TK,EGFR,NA
EIF2AK1,316,272,KEA3,0.05142857142857143,1,EIF2AK1,OTHER,PEK,HRI
EIF2AK2,32,14,KEA3,0.9514285714285714,4,EIF2AK2,OTHER,PEK,PKR
EIF2AK3,336,287,KEA3,0.008571428571428572,1,EIF2AK3,OTHER,PEK,PEK
EPHA2,321,276,KEA3,0.04,1,EPHA2,TK,EPH,NA
EPHA3,116,107,KEA3,0.6228571428571429,3,EPHA3,TK,EPH,NA
EPHA4,327,280,KEA3,0.02857142857142857,1,EPHA4,TK,EPH,NA
EPHA8,335,286,KEA3,0.011428571428571429,1,EPHA8,TK,EPH,NA
EPHB1,323,278,KEA3,0.03428571428571429,1,EPHB1,TK,EPH,NA
EPHB2,235,217,KEA3,0.22,1,EPHB2,TK,EPH,NA
EPHB3,122,113,KEA3,0.5971428571428572,3,EPHB3,TK,EPH,NA
ERBB2,48,30,KEA3,0.9,4,ERBB2,TK,EGFR,NA
ERBB4,221,205,KEA3,0.26571428571428574,2,ERBB4,TK,EGFR,NA
FASTK,240.5,222,KEA3,0.2,1,FASTK,ATYPICAL,FAST,NA
FER,60,44,KEA3,0.8514285714285714,4,FER,TK,FER,NA
FES,278,243,KEA3,0.13428571428571429,1,FES,TK,FER,NA
FGFR1,163.66666666666666,160,KEA3,0.4228571428571429,2,FGFR1,TK,FGFR,NA
FGFR2,162,157,KEA3,0.43142857142857144,2,FGFR2,TK,FGFR,NA
FGFR3,170,169,KEA3,0.3914285714285714,2,FGFR3,TK,FGFR,NA
FGFR4,51,35,KEA3,0.8857142857142857,4,FGFR4,TK,FGFR,NA
FGR,100,86,KEA3,0.6942857142857143,3,FGR,TK,SRC,SRCA
FLT1,308,266,KEA3,0.06857142857142857,1,FLT1,TK,VEGFR,NA
FLT3,164,161,KEA3,0.42,2,FLT3,TK,PDGFR,NA
FLT4,277,242,KEA3,0.13714285714285715,1,FLT4,TK,VEGFR,NA
FRK,203.5,194,KEA3,0.31142857142857144,2,FRK,TK,SRC,FRK
FYN,88,70,KEA3,0.7628571428571429,4,FYN,TK,SRC,SRCA
GRK1,218,202,KEA3,0.27714285714285714,2,GRK1,AGC,GRK,GRK
GRK2,48,30,KEA3,0.9,4,GRK2,AGC,GRK,BARK
GRK3,229.5,212,KEA3,0.23714285714285716,1,GRK3,AGC,GRK,BARK
GRK5,27.333333333333332,10,KEA3,0.9685714285714285,4,GRK5,AGC,GRK,GRK
GRK6,128.66666666666666,124,KEA3,0.5571428571428572,3,GRK6,AGC,GRK,GRK
GSK3A,88.33333333333333,71,KEA3,0.7571428571428571,4,GSK3A,CMGC,GSK,NA
GSK3B,30,12,KEA3,0.96,4,GSK3B,CMGC,GSK,NA
HASPIN,222,206,KEA3,0.26,2,HASPIN,OTHER,HASPIN,NA
HCK,132,129,KEA3,0.5371428571428571,3,HCK,TK,SRC,SRCB
HIPK1,94.5,80,KEA3,0.72,3,HIPK1,CMGC,DYRK,HIPK
HIPK2,75.66666666666667,53,KEA3,0.82,4,HIPK2,CMGC,DYRK,HIPK
HIPK3,296,256,KEA3,0.09714285714285714,1,HIPK3,CMGC,DYRK,HIPK
HIPK4,120.5,112,KEA3,0.6085714285714285,3,HIPK4,CMGC,DYRK,HIPK
ICK,241,223,KEA3,0.19714285714285715,1,CILK1,CMGC,RCK,NA
IGF1R,140.33333333333334,135,KEA3,0.5114285714285715,3,IGF1R,TK,INSR,NA
IKBKB,20,5,KEA3,0.9857142857142858,4,IKBKB,OTHER,IKK,NA
IKBKE,87.33333333333333,69,KEA3,0.7685714285714286,4,IKBKE,OTHER,IKK,NA
ILK,139.66666666666666,134,KEA3,0.5171428571428571,3,ILK,TKL,MLK,ILK
INSR,155.33333333333334,151,KEA3,0.44857142857142857,2,INSR,TK,INSR,NA
IRAK1,99,85,KEA3,0.7,3,IRAK1,TKL,IRAK,NA
IRAK3,253,231,KEA3,0.17142857142857143,1,IRAK3,TKL,IRAK,NA
IRAK4,295,255,KEA3,0.1,1,IRAK4,TKL,IRAK,NA
ITK,133,131,KEA3,0.5285714285714286,3,ITK,TK,TEC,NA
JAK1,107,93,KEA3,0.6685714285714286,3,JAK1,TK,JAKA,NA
JAK2,90.33333333333333,75,KEA3,0.7457142857142857,3,JAK2,TK,JAKA,NA
JAK3,150,144,KEA3,0.4742857142857143,2,JAK3,TK,JAKA,NA
KDR,303,261,KEA3,0.08285714285714285,1,KDR,TK,VEGFR,NA
KIT,100,86,KEA3,0.6942857142857143,3,KIT,TK,PDGFR,NA
KSR1,183,180,KEA3,0.35428571428571426,2,KSR1,TKL,RAF,KSR
KSR2,240,221,KEA3,0.2057142857142857,1,KSR2,TKL,RAF,KSR
LATS1,163,158,KEA3,0.42857142857142855,2,LATS1,AGC,NDR,NA
LATS2,92.5,77,KEA3,0.7342857142857143,3,LATS2,AGC,NDR,NA
LCK,73.33333333333333,51,KEA3,0.8314285714285714,4,LCK,TK,SRC,SRCB
LIMK1,289,250,KEA3,0.11428571428571428,1,LIMK1,TKL,LISK,LIMK
LIMK2,148,139,KEA3,0.4942857142857143,2,LIMK2,TKL,LISK,LIMK
LRRK2,113.5,105,KEA3,0.6314285714285715,3,LRRK2,TKL,LRRK,NA
LYN,111.33333333333333,100,KEA3,0.6457142857142857,3,LYN,TK,SRC,SRCB
MAK,273,239,KEA3,0.14857142857142858,1,MAK,CMGC,RCK,NA
MAP2K1,41.333333333333336,22,KEA3,0.9257142857142857,4,MAP2K1,STE,STE7,MEK1
MAP2K2,177,177,KEA3,0.3657142857142857,2,MAP2K2,STE,STE7,MEK1
MAP2K3,257,233,KEA3,0.1657142857142857,1,MAP2K3,STE,STE7,MEK3
MAP2K4,163.33333333333334,159,KEA3,0.4257142857142857,2,MAP2K4,STE,STE7,MEK4
MAP2K6,148.66666666666666,140,KEA3,0.4857142857142857,2,MAP2K6,STE,STE7,MEK3
MAP2K7,116.5,108,KEA3,0.62,3,MAP2K7,STE,STE7,MEK7
MAP3K1,255,232,KEA3,0.16857142857142857,1,MAP3K1,STE,STE11,MEKK1
MAP3K10,279,244,KEA3,0.13142857142857142,1,MAP3K10,TKL,MLK,MLK
MAP3K11,173.33333333333334,172,KEA3,0.38,2,MAP3K11,TKL,MLK,MLK
MAP3K13,252.5,230,KEA3,0.1742857142857143,1,MAP3K13,TKL,MLK,LZK
MAP3K14,113.33333333333333,104,KEA3,0.6342857142857142,3,MAP3K14,STE,STE-UNIQUE,NA
MAP3K20,171,171,KEA3,0.38285714285714284,2,MAP3K20,TKL,MLK,ZAK
MAP3K3,238,219,KEA3,0.21142857142857144,1,MAP3K3,STE,STE11,MEKK2
MAP3K4,306,264,KEA3,0.07428571428571429,1,MAP3K4,STE,STE11,MEKK4
MAP3K5,148.66666666666666,140,KEA3,0.4857142857142857,2,MAP3K5,STE,STE11,ASK
MAP3K6,113,103,KEA3,0.6371428571428571,3,MAP3K6,STE,STE11,ASK
MAP3K7,125.33333333333333,122,KEA3,0.5657142857142857,3,MAP3K7,TKL,MLK,TAK1
MAP3K8,138.5,133,KEA3,0.52,3,MAP3K8,STE,STE-UNIQUE,NA
MAP4K1,275,241,KEA3,0.14,1,MAP4K1,STE,STE20,KHS
MAP4K2,161.5,156,KEA3,0.4342857142857143,2,MAP4K2,STE,STE20,KHS
MAP4K3,299,258,KEA3,0.09142857142857143,1,MAP4K3,STE,STE20,KHS
MAP4K4,312,269,KEA3,0.06,1,MAP4K4,STE,STE20,MSN
MAP4K5,94.5,80,KEA3,0.72,3,MAP4K5,STE,STE20,KHS
MAPK1,56.333333333333336,42,KEA3,0.86,4,MAPK1,CMGC,MAPK,ERK1
MAPK10,142.66666666666666,136,KEA3,0.5085714285714286,3,MAPK10,CMGC,MAPK,JNK
MAPK11,124.33333333333333,120,KEA3,0.5714285714285714,3,MAPK11,CMGC,MAPK,P38
MAPK12,147,138,KEA3,0.5,3,MAPK12,CMGC,MAPK,P38
MAPK13,174,173,KEA3,0.37714285714285717,2,MAPK13,CMGC,MAPK,P38
MAPK14,69.66666666666667,47,KEA3,0.8428571428571429,4,MAPK14,CMGC,MAPK,P38
MAPK15,201.5,192,KEA3,0.3171428571428571,2,MAPK15,CMGC,MAPK,ERK7
MAPK3,38.333333333333336,17,KEA3,0.9428571428571428,4,MAPK3,CMGC,MAPK,ERK1
MAPK6,238,219,KEA3,0.21142857142857144,1,MAPK6,CMGC,MAPK,ERK3
MAPK7,108.33333333333333,96,KEA3,0.66,3,MAPK7,CMGC,MAPK,ERK5
MAPK8,103.33333333333333,90,KEA3,0.68,3,MAPK8,CMGC,MAPK,JNK
MAPK9,55.666666666666664,40,KEA3,0.8714285714285714,4,MAPK9,CMGC,MAPK,JNK
MAPKAPK2,82,64,KEA3,0.7885714285714286,4,MAPKAPK2,CAMK,MAPKAPK,MAPKAPK
MAPKAPK3,301,259,KEA3,0.08857142857142856,1,MAPKAPK3,CAMK,MAPKAPK,MAPKAPK
MAPKAPK5,45,24,KEA3,0.92,4,MAPKAPK5,CAMK,MAPKAPK,MAPKAPK
MARK2,151.33333333333334,147,KEA3,0.4657142857142857,2,MARK2,CAMK,CAMKL,MARK
MARK3,188.66666666666666,185,KEA3,0.33714285714285713,2,MARK3,CAMK,CAMKL,MARK
MARK4,333,284,KEA3,0.017142857142857144,1,MARK4,CAMK,CAMKL,MARK
MAST1,237.5,218,KEA3,0.21714285714285714,1,MAST1,AGC,MAST,MAST
MAST2,315,271,KEA3,0.054285714285714284,1,MAST2,AGC,MAST,MAST
MATK,214,200,KEA3,0.2857142857142857,2,MATK,TK,CSK,NA
MELK,230,213,KEA3,0.2342857142857143,1,MELK,CAMK,CAMKL,MELK
MERTK,152,148,KEA3,0.46,2,MERTK,TK,AXL,NA
MET,128,123,KEA3,0.56,3,MET,TK,MET,NA
MKNK1,169.33333333333334,167,KEA3,0.4,2,MKNK1,CAMK,MAPKAPK,MNK
MKNK2,228.5,211,KEA3,0.24,1,MKNK2,CAMK,MAPKAPK,MNK
MOK,207,196,KEA3,0.3057142857142857,2,MOK,CMGC,RCK,NA
MOS,304,262,KEA3,0.08,1,MOS,OTHER,MOS,NA
MST1R,285,248,KEA3,0.12,1,MST1R,TK,MET,NA
MTOR,112,101,KEA3,0.6428571428571429,3,MTOR,ATYPICAL,PIKK,FRAP
MYLK2,161,155,KEA3,0.43714285714285717,2,MYLK2,CAMK,MLCK,NA
MYO3A,248,226,KEA3,0.18571428571428572,1,MYO3A,STE,STE20,NINAC
NEK10,293,253,KEA3,0.10571428571428572,1,NEK10,OTHER,NEK,NEK10
NEK11,226,209,KEA3,0.24857142857142858,1,NEK11,OTHER,NEK,NEK11
NEK2,79.66666666666667,62,KEA3,0.7942857142857143,4,NEK2,OTHER,NEK,NEK2
NEK3,170.5,170,KEA3,0.38857142857142857,2,NEK3,OTHER,NEK,NEK1
NEK4,191,187,KEA3,0.3314285714285714,2,NEK4,OTHER,NEK,NEK4
NEK6,50.666666666666664,34,KEA3,0.8885714285714286,4,NEK6,OTHER,NEK,NEK6
NEK8,227,210,KEA3,0.24285714285714285,1,NEK8,OTHER,NEK,NEK8
NEK9,149.5,142,KEA3,0.48,2,NEK9,OTHER,NEK,NEK8
NIM1K,280,245,KEA3,0.12857142857142856,1,NIM1K,CAMK,CAMKL,NIM1
NLK,149.66666666666666,143,KEA3,0.47714285714285715,2,NLK,CMGC,MAPK,NMO
NPR2,122,113,KEA3,0.5971428571428572,3,NPR2,RGC,RGC,NA
NRBP2,227,210,KEA3,0.24285714285714285,1,NRBP2,OTHER,NRBP,NA
NTRK1,188,183,KEA3,0.34285714285714286,2,NTRK1,TK,TRK,NA
NTRK2,110,98,KEA3,0.6542857142857142,3,NTRK2,TK,TRK,NA
NTRK3,123,115,KEA3,0.5885714285714285,3,NTRK3,TK,TRK,NA
NUAK1,53.333333333333336,37,KEA3,0.88,4,NUAK1,CAMK,CAMKL,NUAK
NUAK2,234,216,KEA3,0.2257142857142857,1,NUAK2,CAMK,CAMKL,NUAK
OXSR1,274,240,KEA3,0.14285714285714285,1,OXSR1,STE,STE20,FRAY
PAK1,41,21,KEA3,0.9285714285714286,4,PAK1,STE,STE20,PAKA
PAK2,148.66666666666666,140,KEA3,0.4857142857142857,2,PAK2,STE,STE20,PAKA
PAK3,185,182,KEA3,0.3457142857142857,2,PAK3,STE,STE20,PAKA
PAK4,39.333333333333336,19,KEA3,0.9371428571428572,4,PAK4,STE,STE20,PAKB
PAK5,329,282,KEA3,0.022857142857142857,1,PAK5,STE,STE20,PAKB
PAK6,212,199,KEA3,0.2885714285714286,2,PAK6,STE,STE20,PAKB
PASK,232,215,KEA3,0.22857142857142856,1,PASK,CAMK,CAMKL,PASK
PBK,196.33333333333334,190,KEA3,0.32285714285714284,2,PBK,OTHER,TOPK,NA
PDGFRA,175,174,KEA3,0.3742857142857143,2,PDGFRA,TK,PDGFR,NA
PDGFRB,167.66666666666666,165,KEA3,0.4085714285714286,2,PDGFRB,TK,PDGFR,NA
PDIK1L,231,214,KEA3,0.23142857142857143,1,PDIK1L,OTHER,NKF4,NA
PDK1,123.5,117,KEA3,0.58,3,PDK1,ATYPICAL,PDHK,PDHK
PDPK1,89.5,74,KEA3,0.7485714285714286,3,PDPK1,AGC,PDK1,NA
PIK3CA,224,207,KEA3,0.2542857142857143,2,PIK3CA,NA,NA,NA
PIK3CB,337,288,KEA3,0.005714285714285714,1,PIK3CB,NA,NA,NA
PIK3CG,313,270,KEA3,0.05714285714285714,1,PIK3CG,NA,NA,NA
PIK3R4,22,7,KEA3,0.98,4,PIK3R4,OTHER,VPS15,NA
PIM1,39,18,KEA3,0.94,4,PIM1,CAMK,PIM,NA
PIM2,179.5,179,KEA3,0.36,2,PIM2,CAMK,PIM,NA
PINK1,149,141,KEA3,0.4828571428571429,2,PINK1,OTHER,NKF2,NA
PKMYT1,291,252,KEA3,0.10857142857142857,1,PKMYT1,OTHER,WEE,NA
PKN1,140.33333333333334,135,KEA3,0.5114285714285715,3,PKN1,AGC,PKN,NA
PLK1,40.666666666666664,20,KEA3,0.9342857142857143,4,PLK1,OTHER,PLK,PLK1
PLK2,154,149,KEA3,0.4542857142857143,2,PLK2,OTHER,PLK,PLK2
PLK3,8,2,KEA3,0.9942857142857143,4,PLK3,OTHER,PLK,PLK2
PLK4,130,127,KEA3,0.5457142857142857,3,PLK4,OTHER,PLK,SAK
PNCK,176,175,KEA3,0.37142857142857144,2,PNCK,CAMK,CAMK1,NA
PRKAA1,7,1,KEA3,0.9971428571428571,4,PRKAA1,CAMK,CAMKL,AMPK
PRKAA2,56,41,KEA3,0.8628571428571429,4,PRKAA2,CAMK,CAMKL,AMPK
PRKACA,30,12,KEA3,0.96,4,PRKACA,AGC,PKA,NA
PRKACB,251,228,KEA3,0.18,1,PRKACB,AGC,PKA,NA
PRKCA,21,6,KEA3,0.9828571428571429,4,PRKCA,AGC,PKC,ALPHA
PRKCB,69,46,KEA3,0.8457142857142858,4,PRKCB,AGC,PKC,ALPHA
PRKCD,92,76,KEA3,0.7371428571428571,3,PRKCD,AGC,PKC,DELTA
PRKCE,102.66666666666667,89,KEA3,0.6857142857142857,3,PRKCE,AGC,PKC,ETA
PRKCG,88.66666666666667,72,KEA3,0.7542857142857143,4,PRKCG,AGC,PKC,ALPHA
PRKCH,122,113,KEA3,0.5971428571428572,3,PRKCH,AGC,PKC,ETA
PRKCI,110.66666666666667,99,KEA3,0.6514285714285715,3,PRKCI,AGC,PKC,IOTA
PRKCQ,94,79,KEA3,0.7257142857142858,3,PRKCQ,AGC,PKC,DELTA
PRKCZ,98.33333333333333,84,KEA3,0.7057142857142857,3,PRKCZ,AGC,PKC,IOTA
PRKD1,78,57,KEA3,0.8085714285714286,4,PRKD1,CAMK,PKD,NA
PRKD2,145.66666666666666,137,KEA3,0.5028571428571429,3,PRKD2,CAMK,PKD,NA
PRKD3,192,188,KEA3,0.32857142857142857,2,PRKD3,CAMK,PKD,NA
PRKDC,34,15,KEA3,0.9485714285714286,4,PRKDC,ATYPICAL,PIKK,DNAPK
PRKG1,41,21,KEA3,0.9285714285714286,4,PRKG1,AGC,PKG,NA
PRKG2,170,169,KEA3,0.3914285714285714,2,PRKG2,AGC,PKG,NA
PRKX,245,225,KEA3,0.19142857142857142,1,PRKX,AGC,PKA,NA
PRKY,148,139,KEA3,0.4942857142857143,2,PRKY,AGC,PKA,NA
PRPF4B,183,180,KEA3,0.35428571428571426,2,PRPF4B,CMGC,DYRK,PRP4
PTK2,122,113,KEA3,0.5971428571428572,3,PTK2,TK,FAK,NA
PTK2B,48.333333333333336,31,KEA3,0.8971428571428571,4,PTK2B,TK,FAK,NA
PTK6,109,97,KEA3,0.6571428571428571,3,PTK6,TK,SRC,SRM
PXK,108,95,KEA3,0.6628571428571428,3,PXK,OTHER,SLOB,NA
RAF1,111.33333333333333,100,KEA3,0.6457142857142857,3,RAF1,TKL,RAF,RAF
RET,89,73,KEA3,0.7514285714285714,4,RET,TK,RET,NA
RIOK1,294,254,KEA3,0.10285714285714286,1,RIOK1,ATYPICAL,RIO,RIO1
RIPK1,284,247,KEA3,0.12285714285714286,1,RIPK1,TKL,RIPK,NA
RIPK2,152,148,KEA3,0.46,2,RIPK2,TKL,RIPK,NA
RIPK3,132.5,130,KEA3,0.5342857142857143,3,RIPK3,TKL,RIPK,NA
ROCK1,118.33333333333333,109,KEA3,0.6171428571428571,3,ROCK1,AGC,DMPK,ROCK
ROCK2,183.66666666666666,181,KEA3,0.3514285714285714,2,ROCK2,AGC,DMPK,ROCK
RPS6KA1,47,28,KEA3,0.9085714285714286,4,RPS6KA1,AGC,RSK,RSK
RPS6KA2,76,54,KEA3,0.8171428571428572,4,RPS6KA2,AGC,RSK,RSK
RPS6KA3,46.666666666666664,27,KEA3,0.9114285714285715,4,RPS6KA3,AGC,RSK,RSK
RPS6KA4,56,41,KEA3,0.8628571428571429,4,RPS6KA4,AGC,RSK,MSK
RPS6KA5,79.33333333333333,60,KEA3,0.8,4,RPS6KA5,AGC,RSK,MSK
RPS6KB1,54.333333333333336,38,KEA3,0.8771428571428571,4,RPS6KB1,AGC,RSK,P70
RPS6KB2,119.33333333333333,111,KEA3,0.6114285714285714,3,RPS6KB2,AGC,RSK,P70
RPS6KL1,225,208,KEA3,0.25142857142857145,2,RPS6KL1,AGC,RSKL,NA
SCYL1,328,281,KEA3,0.025714285714285714,1,SCYL1,OTHER,SCY1,NA
SCYL2,168.5,166,KEA3,0.40285714285714286,2,SCYL2,OTHER,SCY1,NA
SCYL3,270,237,KEA3,0.15428571428571428,1,SCYL3,OTHER,SCY1,NA
SGK1,75.66666666666667,53,KEA3,0.82,4,SGK1,AGC,SGK,NA
SGK2,239,220,KEA3,0.20857142857142857,1,SGK2,AGC,SGK,NA
SGK3,80,63,KEA3,0.7914285714285715,4,SGK3,AGC,SGK,NA
SIK1,240.5,222,KEA3,0.2,1,SIK1,CAMK,CAMKL,QIK
SIK2,309,267,KEA3,0.06571428571428571,1,SIK2,CAMK,CAMKL,QIK
SMG1,217,201,KEA3,0.28,2,SMG1,ATYPICAL,PIKK,SMG1
SNRK,217,201,KEA3,0.28,2,SNRK,CAMK,CAMKL,SNRK
SRC,19.666666666666668,4,KEA3,0.9885714285714285,4,SRC,TK,SRC,SRCA
SRMS,222,206,KEA3,0.26,2,SRMS,TK,SRC,SRM
SRPK1,171,171,KEA3,0.38285714285714284,2,SRPK1,CMGC,SRPK,NA
SRPK2,78.5,58,KEA3,0.8057142857142857,4,SRPK2,CMGC,SRPK,NA
