Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
TNFs Bind Their Physiological Receptors R-HSA-5669034,1/29,0.008669508668721345,0.04010659533572591,0,0,142.61428571428573,677.1245223853919,CD27
Glucagon Signaling In Metabolic Regulation R-HSA-163359,1/32,0.0095627722512654691,0.04010659533572591,0,0,128.79354838709676,598.8742368950442,PRKAR2A
CaM Pathway R-HSA-111997,1/33,0.00986037774269364,0.04010659533572591,0,0,124.7625,576.3067827453115,PRKAR2A
Ca-dependent Events R-HSA-111996,1/35,0.010455365255350332,0.04010659533572591,0,0,117.41176470588235,535.4727918518732,PRKAR2A
Activation Of ATR In Response To Replication Stress R-HSA-176187,1/36,0.010752747305294047,0.04010659533572591,0,0,114.05142857142857,516.9488201244333,CDC25C
FCGR3A-mediated IL10 Synthesis R-HSA-9664323,1/38,0.011347288056139465,0.04010659533572591,0,0,107.87567567567568,483.15104128778233,PRKAR2A
DAG And IP3 Signaling R-HSA-1489509,1/39,0.011644446786079536,0.04010659533572591,0,0,105.03157894736842,467.6978364624713,PRKAR2A
Amine Ligand-Binding Receptors R-HSA-375280,1/40,0.011941531104995351,0.04010659533572591,0,0,102.33333333333333,453.1046714729428,CHRM1
Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040,1/42,0.012535476566438152,0.04010659533572591,0,0,97.33170731707317,426.23428554035564,PRKAR2A
Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion R-HSA-381676,1/42,0.012535476566438152,0.04010659533572591,0,0,97.33170731707317,426.23428554035564,PRKAR2A
GPER1 Signaling R-HSA-9634597,1/43,0.012832337737452553,0.04010659533572591,0,0,95.00952380952381,413.84123997008294,PRKAR2A
GPCR Downstream Signaling R-HSA-388396,2/619,0.013205830171519505,0.04010659533572591,0,0,15.70259319286872,67.94664181242197,CHRM1;PRKAR2A
PLC Beta Mediated Events R-HSA-112043,1/47,0.014019039014764203,0.0407493117849546,0,0,86.7304347826087,370.1081619438501,PRKAR2A
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,1/49,0.014611943812165882,0.0407493117849546,0,0,83.10833333333333,351.20883684468544,CDC25C
Aquaporin-mediated Transport R-HSA-445717,1/50,0.014908284799373634,0.0407493117849546,0,0,81.40816326530613,342.3895623444841,PRKAR2A
G-protein Mediated Events R-HSA-112040,1/52,0.01550074402730065,0.04100196807221462,0,0,78.2078431372549,325.8817006096059,PRKAR2A
Signaling By GPCR R-HSA-372790,2/689,0.016210107926480803,0.041538401561607055,0,0,14.051673944687046,57.92269020894699,CHRM1;PRKAR2A
Post NMDA Receptor Activation Events R-HSA-438064,1/61,0.01816313808123624,0.04451777341518643,0,0,66.44666666666667,266.34223514766154,PRKAR2A
RHO GTPases Activate PKNs R-HSA-5625740,1/62,0.018458588977028522,0.04451777341518643,0,0,65.35409836065574,260.90829732586,CDC25C
Diseases Of Programmed Cell Death R-HSA-9645723,1/71,0.021114315180935466,0.04937580578760948,0,0,56.925714285714285,219.60824963740106,CDC25C
Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,1/74,0.021998225646662723,0.04937580578760948,0,0,54.57808219178082,208.31326833148967,PRKAR2A
Regulation Of Insulin Secretion R-HSA-422356,1/77,0.022881470974745854,0.04937580578760948,0,0,52.415789473684214,197.99686155819643,PRKAR2A
G2/M DNA Damage Checkpoint R-HSA-69473,1/77,0.022881470974745854,0.04937580578760948,0,0,52.415789473684214,197.99686155819643,CDC25C
Opioid Signaling R-HSA-111885,1/88,0.026114352916579615,0.05490710100409047,0,0,45.763218390804596,166.81929605604782,PRKAR2A
Signal Transduction R-HSA-162582,3/2465,0.028028177403236574,0.05745776367663497,0,0,7.121039805036555,25.454476795464704,CHRM1;PRKAR2A;CDC25C
Hedgehog Off State R-HSA-5610787,1/98,0.02904559756492306,0.05785092853194688,0,0,41.02474226804124,145.18198263769264,PRKAR2A
TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541,1/100,0.029630963394411815,0.05785092853194688,0,0,40.19191919191919,141.432767389918,CD27
Integration Of Energy Metabolism R-HSA-163685,1/105,0.031093091576432783,0.059293802541104376,0,0,38.25,132.75693797566336,PRKAR2A
ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,1/131,0.03866659935826289,0.07151357694902968,0,0,30.56,99.4049298240761,PRKAR2A
Signaling By Hedgehog R-HSA-5358351,1/135,0.03982736386426956,0.07151357694902968,0,0,29.64179104477612,95.54145257243077,PRKAR2A
Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231,1/136,0.04011737243482153,0.07151357694902968,0,0,29.42074074074074,94.61550793242431,PRKAR2A
G2/M Checkpoints R-HSA-69481,1/148,0.04359178583983181,0.07605375401842997,0,0,27.002721088435376,84.59646156406902,CDC25C
G Alpha (S) Signaling Events R-HSA-418555,1/153,0.045036361837818166,0.07693711813960603,0,0,26.107894736842105,80.94191638344306,PRKAR2A
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,1/165,0.04849592763510006,0.08115645032812663,0,0,24.182926829268293,73.18419779313248,PRKAR2A
G2/M Transition R-HSA-69275,1/182,0.053379096585363536,0.0850784874249855,0,0,21.89281767955801,64.15331308750629,CDC25C
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,1/182,0.053379096585363536,0.0850784874249855,0,0,21.89281767955801,64.15331308750629,PRKAR2A
Mitotic G2-G2/M Phases R-HSA-453274,1/184,0.05395221153779568,0.0850784874249855,0,0,21.65136612021858,63.214553900081434,CDC25C
Signaling By ROBO Receptors R-HSA-376176,1/209,0.06109178723869803,0.09406540530929261,0,0,19.025,53.18206334735916,PRKAR2A
G Alpha (Q) Signaling Events R-HSA-416476,1/212,0.06194551081343659,0.09406540530929261,0,0,18.75165876777251,52.15774145416644,CHRM1
Transmission Across Chemical Synapses R-HSA-112315,1/246,0.0715759226611596,0.10522052265474514,0,0,16.121632653061223,42.51268948095528,PRKAR2A
Leishmania Infection R-HSA-9658195,1/247,0.07185791791055766,0.10522052265474514,0,0,16.055284552845528,42.27459934337419,PRKAR2A
RHO GTPase Effectors R-HSA-195258,1/269,0.07804377982561575,0.11113039131360644,0,0,14.72089552238806,37.545428073364796,CDC25C
Cell Cycle Checkpoints R-HSA-69620,1/271,0.07860442312425822,0.11113039131360644,0,0,14.61037037037037,37.158953932507195,CDC25C
Intracellular Signaling By Second Messengers R-HSA-9006925,1/306,0.08836978946068874,0.12103087078836033,0,0,12.910819672131147,31.324554955767866,PRKAR2A
Disease R-HSA-1643685,2/1736,0.0892670239963938,0.12103087078836033,0,0,5.265282583621684,12.721571043931709,PRKAR2A;CDC25C
G Alpha (I) Signaling Events R-HSA-418594,1/312,0.09003515997670708,0.12103087078836033,0,0,12.657877813504824,30.474537253897104,PRKAR2A
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,1/327,0.09418749802372978,0.12457056190235227,0,0,12.066257668711657,28.506145493329218,CHRM1
Transcriptional Regulation By TP53 R-HSA-3700989,1/354,0.10162191839381594,0.13226979854433188,0,0,11.128045325779038,25.444231513381027,CDC25C
Metabolism Of Amino Acids And Derivatives R-HSA-71291,1/364,0.10436247110410371,0.1337144161021329,0,0,10.815977961432507,24.44286787330925,BCKDK
Neuronal System R-HSA-112316,1/386,0.11036717146786351,0.13923243169792013,0,0,10.186493506493507,22.45044646663925,PRKAR2A
Metabolism R-HSA-1430728,2/2049,0.11909505473265083,0.1479665831526874,0,0,4.383732291157792,9.327851659016318,BCKDK;PRKAR2A
GPCR Ligand Binding R-HSA-500792,1/458,0.12978489294095855,0.1588412122560985,0,0,8.550109409190371,17.458270627389176,CHRM1
Axon Guidance R-HSA-422475,1/519,0.14595843038657708,0.17470774680447182,0,0,7.51969111969112,14.471144907795388,PRKAR2A
"Cell Cycle, Mitotic R-HSA-69278",1/523,0.14701017718912873,0.17470774680447182,0,0,7.460536398467433,14.303739238493565,CDC25C
Nervous System Development R-HSA-9675108,1/545,0.15277551111137475,0.17896559873046758,0,0,7.150735294117647,13.434699091291836,PRKAR2A
Hemostasis R-HSA-109582,1/576,0.16084424560453184,0.18576377661368465,0,0,6.754434782608696,12.342505667406222,PRKAR2A
Signaling By Rho GTPases R-HSA-194315,1/644,0.1783193216624948,0.20210420309489263,0,0,6.018973561430793,10.377790187396279,CDC25C
Cell Cycle R-HSA-1640170,1/654,0.18086341636290681,0.20210420309489263,0,0,5.923736600306278,10.129667414377929,CDC25C
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",1/660,0.18238671986612262,0.20210420309489263,0,0,5.867981790591806,9.985110451311384,CDC25C
Cytokine Signaling In Immune System R-HSA-1280215,1/702,0.19298388912632286,0.20930191979536267,0,0,5.504422253922967,9.055592397466151,CD27
Transport Of Small Molecules R-HSA-382551,1/706,0.19398714517618978,0.20930191979536267,0,0,5.472056737588653,8.973972685322785,PRKAR2A
Infectious Disease R-HSA-5663205,1/961,0.25583601561002867,0.2724487438963941,0,0,3.9654166666666666,5.405729771718214,PRKAR2A
Developmental Biology R-HSA-1266738,1/1073,0.28172205430433483,0.29616933914045457,0,0,3.5302238805970148,4.472208759071233,PRKAR2A
Generic Transcription Pathway R-HSA-212436,1/1190,0.3079579362061987,0.319652541378586,0,0,3.163162321278385,3.7255475174017123,CDC25C
RNA Polymerase II Transcription R-HSA-73857,1/1312,0.3344595841169258,0.3428210737198489,0,0,2.850190694126621,3.1216406653961633,CDC25C
Gene Expression (Transcription) R-HSA-74160,1/1449,0.3632061123748281,0.36769013845352966,0,0,2.5616022099447515,2.59435179000068,CDC25C
Immune System R-HSA-168256,1/1943,0.4584244816256663,0.4584244816256663,0,0,1.859114315139032,1.450034258969264,CD27
