Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
INSR,155.33333333333334,157,KEA3,0.46285714285714286,2,INSR,TK,INSR,NA
IRAK1,91,86,KEA3,0.7142857142857143,3,IRAK1,TKL,IRAK,NA
IRAK3,248.5,231,KEA3,0.2,1,IRAK3,TKL,IRAK,NA
IRAK4,288,257,KEA3,0.12,1,IRAK4,TKL,IRAK,NA
ITK,109,111,KEA3,0.6228571428571429,3,ITK,TK,TEC,NA
JAK1,109,111,KEA3,0.6228571428571429,3,JAK1,TK,JAKA,NA
JAK2,100,100,KEA3,0.6685714285714286,3,JAK2,TK,JAKA,NA
JAK3,162,166,KEA3,0.4342857142857143,2,JAK3,TK,JAKA,NA
KDR,299,266,KEA3,0.09428571428571429,1,KDR,TK,VEGFR,NA
KIT,46,26,KEA3,0.92,4,KIT,TK,PDGFR,NA
KSR1,206,208,KEA3,0.2857142857142857,2,KSR1,TKL,RAF,KSR
KSR2,282,252,KEA3,0.13428571428571429,1,KSR2,TKL,RAF,KSR
LATS1,187,192,KEA3,0.34285714285714286,2,LATS1,AGC,NDR,NA
LATS2,87,80,KEA3,0.74,3,LATS2,AGC,NDR,NA
LCK,66.66666666666667,47,KEA3,0.8571428571428571,4,LCK,TK,SRC,SRCB
LIMK1,280,250,KEA3,0.14,1,LIMK1,TKL,LISK,LIMK
LIMK2,169.5,177,KEA3,0.39714285714285713,2,LIMK2,TKL,LISK,LIMK
LRRK2,93,88,KEA3,0.7085714285714285,3,LRRK2,TKL,LRRK,NA
LYN,95,91,KEA3,0.6942857142857143,3,LYN,TK,SRC,SRCB
MAK,260,236,KEA3,0.18285714285714286,1,MAK,CMGC,RCK,NA
MAP2K1,107,110,KEA3,0.6342857142857142,3,MAP2K1,STE,STE7,MEK1
MAP2K2,165.5,171,KEA3,0.42,2,MAP2K2,STE,STE7,MEK1
MAP2K3,252,232,KEA3,0.19714285714285715,1,MAP2K3,STE,STE7,MEK3
MAP2K4,123.66666666666667,124,KEA3,0.58,3,MAP2K4,STE,STE7,MEK4
MAP2K6,131.33333333333334,128,KEA3,0.5628571428571428,3,MAP2K6,STE,STE7,MEK3
MAP2K7,157,159,KEA3,0.45714285714285713,2,MAP2K7,STE,STE7,MEK7
MAP3K1,256,233,KEA3,0.19428571428571428,1,MAP3K1,STE,STE11,MEKK1
MAP3K10,267,242,KEA3,0.1657142857142857,1,MAP3K10,TKL,MLK,MLK
MAP3K11,196.66666666666666,204,KEA3,0.3,2,MAP3K11,TKL,MLK,MLK
MAP3K13,246.5,229,KEA3,0.21142857142857144,1,MAP3K13,TKL,MLK,LZK
MAP3K14,103.33333333333333,107,KEA3,0.6457142857142857,3,MAP3K14,STE,STE-UNIQUE,NA
MAP3K20,59,40,KEA3,0.8771428571428571,4,MAP3K20,TKL,MLK,ZAK
MAP3K3,191,196,KEA3,0.32857142857142857,2,MAP3K3,STE,STE11,MEKK2
MAP3K4,302,269,KEA3,0.08571428571428572,1,MAP3K4,STE,STE11,MEKK4
MAP3K5,137.66666666666666,139,KEA3,0.5314285714285715,3,MAP3K5,STE,STE11,ASK
MAP3K6,89,82,KEA3,0.7285714285714285,3,MAP3K6,STE,STE11,ASK
MAP3K7,97.66666666666667,95,KEA3,0.6828571428571428,3,MAP3K7,TKL,MLK,TAK1
MAP3K8,126.5,126,KEA3,0.5742857142857143,3,MAP3K8,STE,STE-UNIQUE,NA
MAP4K1,262,238,KEA3,0.17714285714285713,1,MAP4K1,STE,STE20,KHS
MAP4K2,193.5,199,KEA3,0.32,2,MAP4K2,STE,STE20,KHS
MAP4K3,295,263,KEA3,0.10285714285714286,1,MAP4K3,STE,STE20,KHS
MAP4K4,309,275,KEA3,0.06857142857142857,1,MAP4K4,STE,STE20,MSN
MAP4K5,114,115,KEA3,0.6114285714285714,3,MAP4K5,STE,STE20,KHS
MAPK1,65.33333333333333,44,KEA3,0.8657142857142858,4,MAPK1,CMGC,MAPK,ERK1
MAPK10,147.33333333333334,149,KEA3,0.49142857142857144,2,MAPK10,CMGC,MAPK,JNK
MAPK11,90.66666666666667,85,KEA3,0.72,3,MAPK11,CMGC,MAPK,P38
MAPK12,180.33333333333334,187,KEA3,0.36,2,MAPK12,CMGC,MAPK,P38
MAPK13,179.33333333333334,185,KEA3,0.3657142857142857,2,MAPK13,CMGC,MAPK,P38
MAPK14,49,28,KEA3,0.9142857142857143,4,MAPK14,CMGC,MAPK,P38
MAPK15,189,194,KEA3,0.3342857142857143,2,MAPK15,CMGC,MAPK,ERK7
MAPK3,59.333333333333336,41,KEA3,0.8742857142857143,4,MAPK3,CMGC,MAPK,ERK1
MAPK6,231.5,224,KEA3,0.23142857142857143,1,MAPK6,CMGC,MAPK,ERK3
MAPK7,84.66666666666667,73,KEA3,0.7685714285714286,4,MAPK7,CMGC,MAPK,ERK5
MAPK8,55.666666666666664,36,KEA3,0.8885714285714286,4,MAPK8,CMGC,MAPK,JNK
MAPK9,48.666666666666664,27,KEA3,0.9171428571428571,4,MAPK9,CMGC,MAPK,JNK
MAPKAPK2,61.333333333333336,42,KEA3,0.8714285714285714,4,MAPKAPK2,CAMK,MAPKAPK,MAPKAPK
MAPKAPK3,297,264,KEA3,0.1,1,MAPKAPK3,CAMK,MAPKAPK,MAPKAPK
MAPKAPK5,66,46,KEA3,0.86,4,MAPKAPK5,CAMK,MAPKAPK,MAPKAPK
MARK2,100.33333333333333,101,KEA3,0.6657142857142857,3,MARK2,CAMK,CAMKL,MARK
MARK3,196,202,KEA3,0.30857142857142855,2,MARK3,CAMK,CAMKL,MARK
MARK4,333,293,KEA3,0.017142857142857144,1,MARK4,CAMK,CAMKL,MARK
MAST1,216,212,KEA3,0.2742857142857143,2,MAST1,AGC,MAST,MAST
MAST2,313,278,KEA3,0.06,1,MAST2,AGC,MAST,MAST
MATK,225,220,KEA3,0.24285714285714285,1,MATK,TK,CSK,NA
MELK,303,270,KEA3,0.08285714285714285,1,MELK,CAMK,CAMKL,MELK
MERTK,153,156,KEA3,0.4657142857142857,2,MERTK,TK,AXL,NA
MET,144,146,KEA3,0.5028571428571429,3,MET,TK,MET,NA
MKNK1,136.33333333333334,135,KEA3,0.5428571428571428,3,MKNK1,CAMK,MAPKAPK,MNK
MKNK2,222,216,KEA3,0.2542857142857143,2,MKNK2,CAMK,MAPKAPK,MNK
MOK,217,213,KEA3,0.26571428571428574,2,MOK,CMGC,RCK,NA
MOS,300,267,KEA3,0.09142857142857143,1,MOS,OTHER,MOS,NA
MST1R,275,247,KEA3,0.14857142857142858,1,MST1R,TK,MET,NA
MTOR,77,62,KEA3,0.8,4,MTOR,ATYPICAL,PIKK,FRAP
MYLK2,147,148,KEA3,0.4942857142857143,2,MYLK2,CAMK,MLCK,NA
MYO3A,205,207,KEA3,0.2885714285714286,2,MYO3A,STE,STE20,NINAC
NEK10,285,254,KEA3,0.12857142857142856,1,NEK10,OTHER,NEK,NEK10
NEK11,168,174,KEA3,0.4057142857142857,2,NEK11,OTHER,NEK,NEK11
NEK2,78.66666666666667,65,KEA3,0.7914285714285715,4,NEK2,OTHER,NEK,NEK2
NEK3,144,146,KEA3,0.5028571428571429,3,NEK3,OTHER,NEK,NEK1
NEK4,183.5,189,KEA3,0.35428571428571426,2,NEK4,OTHER,NEK,NEK4
NEK6,80.33333333333333,66,KEA3,0.7885714285714286,4,NEK6,OTHER,NEK,NEK6
NEK8,220.5,215,KEA3,0.26,2,NEK8,OTHER,NEK,NEK8
NEK9,161,165,KEA3,0.43714285714285717,2,NEK9,OTHER,NEK,NEK8
NIM1K,268,243,KEA3,0.16285714285714287,1,NIM1K,CAMK,CAMKL,NIM1
NLK,141.33333333333334,143,KEA3,0.5142857142857142,3,NLK,CMGC,MAPK,NMO
NPR2,118.5,119,KEA3,0.5971428571428572,3,NPR2,RGC,RGC,NA
NRBP2,227,221,KEA3,0.24,1,NRBP2,OTHER,NRBP,NA
NTRK1,169,176,KEA3,0.4,2,NTRK1,TK,TRK,NA
NTRK2,311,277,KEA3,0.06285714285714286,1,NTRK2,TK,TRK,NA
NTRK3,95,91,KEA3,0.6942857142857143,3,NTRK3,TK,TRK,NA
NUAK1,24.666666666666668,10,KEA3,0.9714285714285714,4,NUAK1,CAMK,CAMKL,NUAK
NUAK2,292,260,KEA3,0.11142857142857143,1,NUAK2,CAMK,CAMKL,NUAK
OXSR1,274,246,KEA3,0.15142857142857144,1,OXSR1,STE,STE20,FRAY
PAK1,76,61,KEA3,0.8028571428571428,4,PAK1,STE,STE20,PAKA
PAK2,140.66666666666666,141,KEA3,0.5257142857142857,3,PAK2,STE,STE20,PAKA
PAK3,208,209,KEA3,0.28285714285714286,2,PAK3,STE,STE20,PAKA
PAK4,27,13,KEA3,0.9628571428571429,4,PAK4,STE,STE20,PAKB
PAK5,329,291,KEA3,0.022857142857142857,1,PAK5,STE,STE20,PAKB
PAK6,180.5,188,KEA3,0.35714285714285715,2,PAK6,STE,STE20,PAKB
PASK,294,262,KEA3,0.10571428571428572,1,PASK,CAMK,CAMKL,PASK
PBK,56,37,KEA3,0.8857142857142857,4,PBK,OTHER,TOPK,NA
PDGFRA,233,226,KEA3,0.22,1,PDGFRA,TK,PDGFR,NA
PDGFRB,173.66666666666666,179,KEA3,0.3914285714285714,2,PDGFRB,TK,PDGFR,NA
PDIK1L,176,181,KEA3,0.38285714285714284,2,PDIK1L,OTHER,NKF4,NA
PDK1,109,111,KEA3,0.6228571428571429,3,PDK1,ATYPICAL,PDHK,PDHK
PDPK1,136.5,136,KEA3,0.54,3,PDPK1,AGC,PDK1,NA
PIK3CA,230,223,KEA3,0.2342857142857143,1,PIK3CA,NA,NA,NA
PIK3CB,337,297,KEA3,0.005714285714285714,1,PIK3CB,NA,NA,NA
PIK3CG,310,276,KEA3,0.06571428571428571,1,PIK3CG,NA,NA,NA
PIK3R4,78,63,KEA3,0.7971428571428572,4,PIK3R4,OTHER,VPS15,NA
PIM1,19,4,KEA3,0.9914285714285714,4,PIM1,CAMK,PIM,NA
PIM2,197,205,KEA3,0.29428571428571426,2,PIM2,CAMK,PIM,NA
PINK1,150,153,KEA3,0.48,2,PINK1,OTHER,NKF2,NA
PKMYT1,283,253,KEA3,0.13142857142857142,1,PKMYT1,OTHER,WEE,NA
PKN1,103.33333333333333,107,KEA3,0.6457142857142857,3,PKN1,AGC,PKN,NA
PLK1,86.33333333333333,78,KEA3,0.7514285714285714,4,PLK1,OTHER,PLK,PLK1
PLK2,152,155,KEA3,0.4685714285714286,2,PLK2,OTHER,PLK,PLK2
PLK3,31.333333333333332,18,KEA3,0.9428571428571428,4,PLK3,OTHER,PLK,PLK2
PLK4,128,127,KEA3,0.5657142857142857,3,PLK4,OTHER,PLK,SAK
PNCK,175,180,KEA3,0.38571428571428573,2,PNCK,CAMK,CAMK1,NA
PRKAA1,40.333333333333336,23,KEA3,0.9285714285714286,4,PRKAA1,CAMK,CAMKL,AMPK
PRKAA2,34.333333333333336,20,KEA3,0.9371428571428572,4,PRKAA2,CAMK,CAMKL,AMPK
PRKACA,98.66666666666667,97,KEA3,0.6771428571428572,3,PRKACA,AGC,PKA,NA
PRKACB,248,230,KEA3,0.20285714285714285,1,PRKACB,AGC,PKA,NA
PRKCA,65.66666666666667,45,KEA3,0.8628571428571429,4,PRKCA,AGC,PKC,ALPHA
PRKCB,83.33333333333333,71,KEA3,0.7742857142857142,4,PRKCB,AGC,PKC,ALPHA
PRKCD,100.66666666666667,103,KEA3,0.66,3,PRKCD,AGC,PKC,DELTA
PRKCE,55.333333333333336,35,KEA3,0.8914285714285715,4,PRKCE,AGC,PKC,ETA
PRKCG,117,118,KEA3,0.6028571428571429,3,PRKCG,AGC,PKC,ALPHA
PRKCH,119.66666666666667,122,KEA3,0.5857142857142857,3,PRKCH,AGC,PKC,ETA
PRKCI,86.66666666666667,79,KEA3,0.7485714285714286,3,PRKCI,AGC,PKC,IOTA
PRKCQ,74,57,KEA3,0.82,4,PRKCQ,AGC,PKC,DELTA
PRKCZ,75.66666666666667,60,KEA3,0.8057142857142857,4,PRKCZ,AGC,PKC,IOTA
PRKD1,85.66666666666667,76,KEA3,0.76,4,PRKD1,CAMK,PKD,NA
PRKD2,169.66666666666666,178,KEA3,0.3942857142857143,2,PRKD2,CAMK,PKD,NA
PRKD3,86,77,KEA3,0.7542857142857143,4,PRKD3,CAMK,PKD,NA
PRKDC,25.333333333333332,11,KEA3,0.9685714285714285,4,PRKDC,ATYPICAL,PIKK,DNAPK
PRKG1,94,89,KEA3,0.7028571428571428,3,PRKG1,AGC,PKG,NA
PRKG2,232.5,225,KEA3,0.2257142857142857,1,PRKG2,AGC,PKG,NA
PRKX,274,246,KEA3,0.15142857142857144,1,PRKX,AGC,PKA,NA
PRKY,148,150,KEA3,0.48857142857142855,2,PRKY,AGC,PKA,NA
PRPF4B,136,134,KEA3,0.5457142857142857,3,PRPF4B,CMGC,DYRK,PRP4
PTK2,135.66666666666666,133,KEA3,0.5485714285714286,3,PTK2,TK,FAK,NA
PTK2B,103.66666666666667,108,KEA3,0.64,3,PTK2B,TK,FAK,NA
PTK6,89,82,KEA3,0.7285714285714285,3,PTK6,TK,SRC,SRM
PXK,157.5,160,KEA3,0.4542857142857143,2,PXK,OTHER,SLOB,NA
RAF1,88,81,KEA3,0.7371428571428571,3,RAF1,TKL,RAF,RAF
RET,91.66666666666667,87,KEA3,0.7114285714285714,3,RET,TK,RET,NA
RIOK1,286,255,KEA3,0.12571428571428572,1,RIOK1,ATYPICAL,RIO,RIO1
RIPK1,272,245,KEA3,0.15714285714285714,1,RIPK1,TKL,RIPK,NA
RIPK2,175,180,KEA3,0.38571428571428573,2,RIPK2,TKL,RIPK,NA
RIPK3,58.5,39,KEA3,0.88,4,RIPK3,TKL,RIPK,NA
ROCK1,124.33333333333333,125,KEA3,0.5771428571428572,3,ROCK1,AGC,DMPK,ROCK
ROCK2,176.33333333333334,182,KEA3,0.37714285714285717,2,ROCK2,AGC,DMPK,ROCK
RPS6KA1,71.66666666666667,53,KEA3,0.8371428571428572,4,RPS6KA1,AGC,RSK,RSK
RPS6KA2,82,70,KEA3,0.7771428571428571,4,RPS6KA2,AGC,RSK,RSK
RPS6KA3,24,9,KEA3,0.9742857142857143,4,RPS6KA3,AGC,RSK,RSK
RPS6KA4,67,48,KEA3,0.8542857142857143,4,RPS6KA4,AGC,RSK,MSK
RPS6KA5,75,59,KEA3,0.8142857142857143,4,RPS6KA5,AGC,RSK,MSK
RPS6KB1,53.666666666666664,32,KEA3,0.9,4,RPS6KB1,AGC,RSK,P70
RPS6KB2,112.33333333333333,113,KEA3,0.6171428571428571,3,RPS6KB2,AGC,RSK,P70
RPS6KL1,167,173,KEA3,0.4114285714285714,2,RPS6KL1,AGC,RSKL,NA
SCYL1,328,290,KEA3,0.025714285714285714,1,SCYL1,OTHER,SCY1,NA
SCYL2,178.5,184,KEA3,0.36857142857142855,2,SCYL2,OTHER,SCY1,NA
SCYL3,257,234,KEA3,0.18857142857142858,1,SCYL3,OTHER,SCY1,NA
SGK1,38.333333333333336,22,KEA3,0.9314285714285714,4,SGK1,AGC,SGK,NA
SGK2,287,256,KEA3,0.12285714285714286,1,SGK2,AGC,SGK,NA
SGK3,6,1,KEA3,1,4,SGK3,AGC,SGK,NA
SIK1,232.5,225,KEA3,0.2257142857142857,1,SIK1,CAMK,CAMKL,QIK
SIK2,306,273,KEA3,0.07428571428571429,1,SIK2,CAMK,CAMKL,QIK
SMG1,151,154,KEA3,0.47714285714285715,2,SMG1,ATYPICAL,PIKK,SMG1
SNRK,196.5,203,KEA3,0.3028571428571429,2,SNRK,CAMK,CAMKL,SNRK
SRC,99.66666666666667,99,KEA3,0.6714285714285714,3,SRC,TK,SRC,SRCA
