Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
CDK4,83.66666666666667,68,KEA3,0.7628571428571429,4,CDK4,CMGC,CDK,CDK4
CDK5,82.66666666666667,66,KEA3,0.7685714285714286,4,CDK5,CMGC,CDK,CDK5
CDK6,107.33333333333333,105,KEA3,0.6228571428571429,3,CDK6,CMGC,CDK,CDK4
CDK7,107,104,KEA3,0.6257142857142857,3,CDK7,CMGC,CDK,CDK7
CDK8,207,201,KEA3,0.28285714285714286,2,CDK8,CMGC,CDK,CDK8
CDK9,116,119,KEA3,0.5714285714285714,3,CDK9,CMGC,CDK,CDK9
CDKL3,298,261,KEA3,0.1,1,CDKL3,CMGC,CDKL,NA
CDKL5,59,33,KEA3,0.9028571428571428,4,CDKL5,CMGC,CDKL,NA
CHEK1,88,71,KEA3,0.7457142857142857,3,CHEK1,CAMK,CAMKL,CHK1
CHEK2,100.66666666666667,96,KEA3,0.6571428571428571,3,CHEK2,CAMK,RAD53,NA
CHUK,133,137,KEA3,0.5,3,CHUK,OTHER,IKK,NA
CLK1,138.5,140,KEA3,0.49142857142857144,2,CLK1,CMGC,CLK,NA
CLK2,108,107,KEA3,0.6171428571428571,3,CLK2,CMGC,CLK,NA
CLK3,165.5,174,KEA3,0.37142857142857144,2,CLK3,CMGC,CLK,NA
CLK4,319,280,KEA3,0.045714285714285714,1,CLK4,CMGC,CLK,NA
CSF1R,333,290,KEA3,0.017142857142857144,1,CSF1R,TK,PDGFR,NA
CSK,122.66666666666667,130,KEA3,0.5285714285714286,3,CSK,TK,CSK,NA
CSNK1A1,102.33333333333333,98,KEA3,0.6485714285714286,3,CSNK1A1,CK1,CK1,CK1-A
CSNK1A1L,337,294,KEA3,0.005714285714285714,1,CSNK1A1L,CK1,CK1,CK1-A
CSNK1D,120.66666666666667,126,KEA3,0.54,3,CSNK1D,CK1,CK1,CK1-D
CSNK1E,93,78,KEA3,0.7257142857142858,3,CSNK1E,CK1,CK1,CK1-D
CSNK1G1,220.5,208,KEA3,0.26,2,CSNK1G1,CK1,CK1,CK1-G
CSNK1G2,172.5,180,KEA3,0.3485714285714286,2,CSNK1G2,CK1,CK1,CK1-G
CSNK1G3,250,227,KEA3,0.19714285714285715,1,CSNK1G3,CK1,CK1,CK1-G
CSNK2A1,42,18,KEA3,0.9457142857142857,4,CSNK2A1,CMGC,CK2,NA
CSNK2A2,98.33333333333333,90,KEA3,0.68,3,CSNK2A2,CMGC,CK2,NA
DAPK1,119.33333333333333,124,KEA3,0.5514285714285714,3,DAPK1,CAMK,DAPK,DAPK
DAPK3,201.33333333333334,197,KEA3,0.29714285714285715,2,DAPK3,CAMK,DAPK,DAPK
DCLK1,103,99,KEA3,0.6428571428571429,3,DCLK1,CAMK,DCAMKL,NA
DDR1,56,30,KEA3,0.9114285714285715,4,DDR1,TK,DDR,NA
DDR2,161,170,KEA3,0.38857142857142857,2,DDR2,TK,DDR,NA
DMPK,13,5,KEA3,0.9885714285714285,4,DMPK,AGC,DMPK,GEK
DYRK1A,95.33333333333333,85,KEA3,0.6971428571428572,3,DYRK1A,CMGC,DYRK,DYRK1
DYRK1B,110,110,KEA3,0.6028571428571429,3,DYRK1B,CMGC,DYRK,DYRK1
DYRK2,103,99,KEA3,0.6428571428571429,3,DYRK2,CMGC,DYRK,DYRK2
DYRK3,190.5,192,KEA3,0.3142857142857143,2,DYRK3,CMGC,DYRK,DYRK2
DYRK4,57.5,32,KEA3,0.9057142857142857,4,DYRK4,CMGC,DYRK,DYRK2
EEF2K,160.5,169,KEA3,0.3914285714285714,2,EEF2K,ATYPICAL,ALPHA,EEF2K
EGFR,69.66666666666667,47,KEA3,0.84,4,EGFR,TK,EGFR,NA
EIF2AK1,311,273,KEA3,0.06571428571428571,1,EIF2AK1,OTHER,PEK,HRI
EIF2AK2,121.33333333333333,128,KEA3,0.5342857142857143,3,EIF2AK2,OTHER,PEK,PKR
EIF2AK3,335,292,KEA3,0.011428571428571429,1,EIF2AK3,OTHER,PEK,PEK
EPHA2,317,278,KEA3,0.05142857142857143,1,EPHA2,TK,EPH,NA
EPHA3,153,160,KEA3,0.4228571428571429,2,EPHA3,TK,EPH,NA
EPHA4,324,283,KEA3,0.037142857142857144,1,EPHA4,TK,EPH,NA
EPHA8,334,291,KEA3,0.014285714285714285,1,EPHA8,TK,EPH,NA
EPHB1,320,281,KEA3,0.04285714285714286,1,EPHB1,TK,EPH,NA
EPHB2,63,38,KEA3,0.88,4,EPHB2,TK,EPH,NA
EPHB3,43,20,KEA3,0.94,4,EPHB3,TK,EPH,NA
ERBB2,87,70,KEA3,0.7485714285714286,3,ERBB2,TK,EGFR,NA
ERBB4,316,277,KEA3,0.054285714285714284,1,ERBB4,TK,EGFR,NA
FASTK,226.5,212,KEA3,0.24857142857142858,1,FASTK,ATYPICAL,FAST,NA
FER,140.5,144,KEA3,0.48,2,FER,TK,FER,NA
FES,260,234,KEA3,0.17714285714285713,1,FES,TK,FER,NA
FGFR1,139.66666666666666,142,KEA3,0.4857142857142857,2,FGFR1,TK,FGFR,NA
FGFR2,149,156,KEA3,0.43714285714285717,2,FGFR2,TK,FGFR,NA
FGFR3,191.5,193,KEA3,0.30857142857142855,2,FGFR3,TK,FGFR,NA
FGFR4,99,91,KEA3,0.6742857142857143,3,FGFR4,TK,FGFR,NA
FGR,77.5,57,KEA3,0.8085714285714286,4,FGR,TK,SRC,SRCA
FLT1,301,264,KEA3,0.09142857142857143,1,FLT1,TK,VEGFR,NA
FLT3,228,214,KEA3,0.24,1,FLT3,TK,PDGFR,NA
FLT4,257,233,KEA3,0.18,1,FLT4,TK,VEGFR,NA
FRK,182.5,187,KEA3,0.32857142857142857,2,FRK,TK,SRC,FRK
FYN,49,24,KEA3,0.9285714285714286,4,FYN,TK,SRC,SRCA
GRK1,329,287,KEA3,0.025714285714285714,1,GRK1,AGC,GRK,GRK
GRK2,11.666666666666666,4,KEA3,0.9914285714285714,4,GRK2,AGC,GRK,BARK
GRK3,24.5,12,KEA3,0.9685714285714285,4,GRK3,AGC,GRK,BARK
GRK5,15.666666666666666,6,KEA3,0.9857142857142858,4,GRK5,AGC,GRK,GRK
GRK6,86.33333333333333,69,KEA3,0.7514285714285714,4,GRK6,AGC,GRK,GRK
GSK3A,94.33333333333333,82,KEA3,0.7057142857142857,3,GSK3A,CMGC,GSK,NA
GSK3B,61.333333333333336,36,KEA3,0.8857142857142857,4,GSK3B,CMGC,GSK,NA
HASPIN,221,209,KEA3,0.2571428571428571,2,HASPIN,OTHER,HASPIN,NA
HCK,154.33333333333334,162,KEA3,0.4142857142857143,2,HCK,TK,SRC,SRCB
HIPK1,73.5,50,KEA3,0.8285714285714286,4,HIPK1,CMGC,DYRK,HIPK
HIPK2,142.66666666666666,146,KEA3,0.4742857142857143,2,HIPK2,CMGC,DYRK,HIPK
HIPK3,287,253,KEA3,0.12285714285714286,1,HIPK3,CMGC,DYRK,HIPK
HIPK4,60,35,KEA3,0.8885714285714286,4,HIPK4,CMGC,DYRK,HIPK
ICK,276,245,KEA3,0.1457142857142857,1,CILK1,CMGC,RCK,NA
IGF1R,105.66666666666667,102,KEA3,0.6314285714285715,3,IGF1R,TK,INSR,NA
IKBKB,127,134,KEA3,0.5114285714285715,3,IKBKB,OTHER,IKK,NA
IKBKE,120.66666666666667,126,KEA3,0.54,3,IKBKE,OTHER,IKK,NA
ILK,94,81,KEA3,0.7114285714285714,3,ILK,TKL,MLK,ILK
INSR,118.66666666666667,122,KEA3,0.5571428571428572,3,INSR,TK,INSR,NA
IRAK1,203.5,198,KEA3,0.29428571428571426,2,IRAK1,TKL,IRAK,NA
IRAK3,245.5,224,KEA3,0.2057142857142857,1,IRAK3,TKL,IRAK,NA
IRAK4,286,252,KEA3,0.12571428571428572,1,IRAK4,TKL,IRAK,NA
ITK,159.66666666666666,168,KEA3,0.3942857142857143,2,ITK,TK,TEC,NA
JAK1,165.5,174,KEA3,0.37142857142857144,2,JAK1,TK,JAKA,NA
JAK2,45.333333333333336,23,KEA3,0.9314285714285714,4,JAK2,TK,JAKA,NA
JAK3,162.33333333333334,171,KEA3,0.38571428571428573,2,JAK3,TK,JAKA,NA
KDR,296,259,KEA3,0.10571428571428572,1,KDR,TK,VEGFR,NA
KIT,227,213,KEA3,0.24285714285714285,1,KIT,TK,PDGFR,NA
KSR1,95,84,KEA3,0.7,3,KSR1,TKL,RAF,KSR
KSR2,4,3,KEA3,0.9942857142857143,4,KSR2,TKL,RAF,KSR
LATS1,146,150,KEA3,0.46285714285714286,2,LATS1,AGC,NDR,NA
LATS2,75.5,53,KEA3,0.82,4,LATS2,AGC,NDR,NA
LCK,67.66666666666667,44,KEA3,0.8485714285714285,4,LCK,TK,SRC,SRCB
LIMK1,277,246,KEA3,0.14285714285714285,1,LIMK1,TKL,LISK,LIMK
LIMK2,171,179,KEA3,0.35428571428571426,2,LIMK2,TKL,LISK,LIMK
LRRK2,115,116,KEA3,0.5828571428571429,3,LRRK2,TKL,LRRK,NA
LYN,90.66666666666667,75,KEA3,0.7342857142857143,3,LYN,TK,SRC,SRCB
MAK,252,228,KEA3,0.19428571428571428,1,MAK,CMGC,RCK,NA
MAP2K1,21.666666666666668,10,KEA3,0.9742857142857143,4,MAP2K1,STE,STE7,MEK1
MAP2K2,172.5,180,KEA3,0.3485714285714286,2,MAP2K2,STE,STE7,MEK1
MAP2K3,125,132,KEA3,0.5228571428571429,3,MAP2K3,STE,STE7,MEK3
MAP2K4,153,160,KEA3,0.4228571428571429,2,MAP2K4,STE,STE7,MEK4
MAP2K6,166.33333333333334,175,KEA3,0.36857142857142855,2,MAP2K6,STE,STE7,MEK3
MAP2K7,67.5,43,KEA3,0.86,4,MAP2K7,STE,STE7,MEK7
MAP3K1,120,125,KEA3,0.5485714285714286,3,MAP3K1,STE,STE11,MEKK1
MAP3K10,261,235,KEA3,0.1742857142857143,1,MAP3K10,TKL,MLK,MLK
MAP3K11,166.66666666666666,176,KEA3,0.3657142857142857,2,MAP3K11,TKL,MLK,MLK
MAP3K13,243.5,223,KEA3,0.21142857142857144,1,MAP3K13,TKL,MLK,LZK
MAP3K14,150.33333333333334,158,KEA3,0.43142857142857144,2,MAP3K14,STE,STE-UNIQUE,NA
MAP3K20,274,244,KEA3,0.14857142857142858,1,MAP3K20,TKL,MLK,ZAK
MAP3K3,284,251,KEA3,0.12857142857142856,1,MAP3K3,STE,STE11,MEKK2
MAP3K4,299,262,KEA3,0.09714285714285714,1,MAP3K4,STE,STE11,MEKK4
MAP3K5,136.33333333333334,139,KEA3,0.4942857142857143,2,MAP3K5,STE,STE11,ASK
MAP3K6,109,109,KEA3,0.6114285714285714,3,MAP3K6,STE,STE11,ASK
MAP3K7,95.66666666666667,86,KEA3,0.6942857142857143,3,MAP3K7,TKL,MLK,TAK1
MAP3K8,69.5,46,KEA3,0.8428571428571429,4,MAP3K8,STE,STE-UNIQUE,NA
MAP4K1,255,232,KEA3,0.18285714285714286,1,MAP4K1,STE,STE20,KHS
MAP4K2,149,156,KEA3,0.43714285714285717,2,MAP4K2,STE,STE20,KHS
MAP4K3,290,255,KEA3,0.11714285714285715,1,MAP4K3,STE,STE20,KHS
MAP4K4,305,267,KEA3,0.08285714285714285,1,MAP4K4,STE,STE20,MSN
MAP4K5,108.5,108,KEA3,0.6142857142857143,3,MAP4K5,STE,STE20,KHS
MAPK1,67.66666666666667,44,KEA3,0.8485714285714285,4,MAPK1,CMGC,MAPK,ERK1
MAPK10,104,100,KEA3,0.6371428571428571,3,MAPK10,CMGC,MAPK,JNK
MAPK11,99.66666666666667,93,KEA3,0.6685714285714286,3,MAPK11,CMGC,MAPK,P38
MAPK12,102.33333333333333,98,KEA3,0.6485714285714286,3,MAPK12,CMGC,MAPK,P38
MAPK13,111.33333333333333,112,KEA3,0.5971428571428572,3,MAPK13,CMGC,MAPK,P38
MAPK14,81.33333333333333,63,KEA3,0.7828571428571428,4,MAPK14,CMGC,MAPK,P38
MAPK15,210,202,KEA3,0.28,2,MAPK15,CMGC,MAPK,ERK7
MAPK3,57.333333333333336,31,KEA3,0.9085714285714286,4,MAPK3,CMGC,MAPK,ERK1
MAPK6,156,165,KEA3,0.40285714285714286,2,MAPK6,CMGC,MAPK,ERK3
MAPK7,104.33333333333333,101,KEA3,0.6342857142857142,3,MAPK7,CMGC,MAPK,ERK5
MAPK8,88.66666666666667,72,KEA3,0.7428571428571429,3,MAPK8,CMGC,MAPK,JNK
MAPK9,68.66666666666667,45,KEA3,0.8457142857142858,4,MAPK9,CMGC,MAPK,JNK
MAPKAPK2,86.33333333333333,69,KEA3,0.7514285714285714,4,MAPKAPK2,CAMK,MAPKAPK,MAPKAPK
MAPKAPK3,293,256,KEA3,0.11428571428571428,1,MAPKAPK3,CAMK,MAPKAPK,MAPKAPK
MAPKAPK5,86.33333333333333,69,KEA3,0.7514285714285714,4,MAPKAPK5,CAMK,MAPKAPK,MAPKAPK
MARK2,134,138,KEA3,0.49714285714285716,2,MARK2,CAMK,CAMKL,MARK
MARK3,127,134,KEA3,0.5114285714285715,3,MARK3,CAMK,CAMKL,MARK
MARK4,332,289,KEA3,0.02,1,MARK4,CAMK,CAMKL,MARK
MAST1,242,222,KEA3,0.21428571428571427,1,MAST1,AGC,MAST,MAST
MAST2,310,272,KEA3,0.06857142857142857,1,MAST2,AGC,MAST,MAST
MATK,237,219,KEA3,0.2257142857142857,1,MATK,TK,CSK,NA
MELK,51,26,KEA3,0.9228571428571428,4,MELK,CAMK,CAMKL,MELK
MERTK,151,159,KEA3,0.42857142857142855,2,MERTK,TK,AXL,NA
MET,115.33333333333333,117,KEA3,0.58,3,MET,TK,MET,NA
MKNK1,181.33333333333334,185,KEA3,0.3342857142857143,2,MKNK1,CAMK,MAPKAPK,MNK
MKNK2,216,205,KEA3,0.26857142857142857,2,MKNK2,CAMK,MAPKAPK,MNK
MOK,164,172,KEA3,0.38,2,MOK,CMGC,RCK,NA
MOS,297,260,KEA3,0.10285714285714286,1,MOS,OTHER,MOS,NA
MST1R,270,241,KEA3,0.15714285714285714,1,MST1R,TK,MET,NA
MTOR,81,62,KEA3,0.7857142857142857,4,MTOR,ATYPICAL,PIKK,FRAP
MYLK2,156.5,166,KEA3,0.4,2,MYLK2,CAMK,MLCK,NA
MYO3A,264,238,KEA3,0.1657142857142857,1,MYO3A,STE,STE20,NINAC
NEK10,281,249,KEA3,0.13428571428571429,1,NEK10,OTHER,NEK,NEK10
NEK11,309,271,KEA3,0.07142857142857142,1,NEK11,OTHER,NEK,NEK11
NEK2,73.66666666666667,51,KEA3,0.8257142857142857,4,NEK2,OTHER,NEK,NEK2
NEK3,145,148,KEA3,0.4685714285714286,2,NEK3,OTHER,NEK,NEK1
NEK4,169,178,KEA3,0.36,2,NEK4,OTHER,NEK,NEK4
NEK6,124.33333333333333,131,KEA3,0.5257142857142857,3,NEK6,OTHER,NEK,NEK6
NEK8,214,204,KEA3,0.2714285714285714,2,NEK8,OTHER,NEK,NEK8
NEK9,97,88,KEA3,0.6857142857142857,3,NEK9,OTHER,NEK,NEK8
NIM1K,262,236,KEA3,0.17142857142857143,1,NIM1K,CAMK,CAMKL,NIM1
NLK,110.33333333333333,111,KEA3,0.6,3,NLK,CMGC,MAPK,NMO
NPR2,89,73,KEA3,0.74,3,NPR2,RGC,RGC,NA
NRBP2,227,213,KEA3,0.24285714285714285,1,NRBP2,OTHER,NRBP,NA
NTRK1,223,211,KEA3,0.25142857142857145,2,NTRK1,TK,TRK,NA
NTRK2,307,269,KEA3,0.07714285714285714,1,NTRK2,TK,TRK,NA
NTRK3,115,116,KEA3,0.5828571428571429,3,NTRK3,TK,TRK,NA
NUAK1,122,129,KEA3,0.5314285714285715,3,NUAK1,CAMK,CAMKL,NUAK
NUAK2,60,35,KEA3,0.8885714285714286,4,NUAK2,CAMK,CAMKL,NUAK
OXSR1,273,243,KEA3,0.15142857142857144,1,OXSR1,STE,STE20,FRAY
PAK1,35.333333333333336,14,KEA3,0.96,4,PAK1,STE,STE20,PAKA
PAK2,126,133,KEA3,0.52,3,PAK2,STE,STE20,PAKA
PAK3,99,91,KEA3,0.6742857142857143,3,PAK3,STE,STE20,PAKA
PAK4,117,120,KEA3,0.5685714285714286,3,PAK4,STE,STE20,PAKB
PAK5,326,285,KEA3,0.03142857142857143,1,PAK5,STE,STE20,PAKB
PAK6,198,196,KEA3,0.3,2,PAK6,STE,STE20,PAKB
PASK,1,1,KEA3,1,4,PASK,CAMK,CAMKL,PASK
PBK,186,189,KEA3,0.32285714285714284,2,PBK,OTHER,TOPK,NA
PDGFRA,156,165,KEA3,0.40285714285714286,2,PDGFRA,TK,PDGFR,NA
PDGFRB,155.66666666666666,164,KEA3,0.4085714285714286,2,PDGFRB,TK,PDGFR,NA
PDIK1L,295,258,KEA3,0.10857142857142857,1,PDIK1L,OTHER,NKF4,NA
PDK1,104,100,KEA3,0.6371428571428571,3,PDK1,ATYPICAL,PDHK,PDHK
PDPK1,41,17,KEA3,0.9485714285714286,4,PDPK1,AGC,PDK1,NA
PIK3CA,231,217,KEA3,0.23142857142857143,1,PIK3CA,NA,NA,NA
PIK3CB,336,293,KEA3,0.008571428571428572,1,PIK3CB,NA,NA,NA
PIK3CG,306,268,KEA3,0.08,1,PIK3CG,NA,NA,NA
PIK3R4,100,94,KEA3,0.6657142857142857,3,PIK3R4,OTHER,VPS15,NA
PIM1,60,35,KEA3,0.8885714285714286,4,PIM1,CAMK,PIM,NA
PIM2,164,172,KEA3,0.38,2,PIM2,CAMK,PIM,NA
PINK1,148,154,KEA3,0.4514285714285714,2,PINK1,OTHER,NKF2,NA
PKMYT1,279,248,KEA3,0.13714285714285715,1,PKMYT1,OTHER,WEE,NA
PKN1,133,137,KEA3,0.5,3,PKN1,AGC,PKN,NA
PLK1,35.333333333333336,14,KEA3,0.96,4,PLK1,OTHER,PLK,PLK1
PLK2,149,156,KEA3,0.43714285714285717,2,PLK2,OTHER,PLK,PLK2
PLK3,21.333333333333332,9,KEA3,0.9771428571428571,4,PLK3,OTHER,PLK,PLK2
PLK4,127,134,KEA3,0.5114285714285715,3,PLK4,OTHER,PLK,SAK
PNCK,174,181,KEA3,0.3457142857142857,2,PNCK,CAMK,CAMK1,NA
PRKAA1,36,15,KEA3,0.9571428571428572,4,PRKAA1,CAMK,CAMKL,AMPK
PRKAA2,66,42,KEA3,0.8628571428571429,4,PRKAA2,CAMK,CAMKL,AMPK
PRKACA,25.333333333333332,13,KEA3,0.9657142857142857,4,PRKACA,AGC,PKA,NA
PRKACB,245.5,224,KEA3,0.2057142857142857,1,PRKACB,AGC,PKA,NA
PRKCA,41,17,KEA3,0.9485714285714286,4,PRKCA,AGC,PKC,ALPHA
PRKCB,39.666666666666664,16,KEA3,0.9542857142857143,4,PRKCB,AGC,PKC,ALPHA
PRKCD,65.66666666666667,41,KEA3,0.8685714285714285,4,PRKCD,AGC,PKC,DELTA
PRKCE,86.33333333333333,69,KEA3,0.7514285714285714,4,PRKCE,AGC,PKC,ETA
PRKCG,79,59,KEA3,0.8,4,PRKCG,AGC,PKC,ALPHA
PRKCH,110,110,KEA3,0.6028571428571429,3,PRKCH,AGC,PKC,ETA
PRKCI,94.33333333333333,82,KEA3,0.7057142857142857,3,PRKCI,AGC,PKC,IOTA
PRKCQ,82,64,KEA3,0.7771428571428571,4,PRKCQ,AGC,PKC,DELTA
PRKCZ,77.33333333333333,56,KEA3,0.8114285714285714,4,PRKCZ,AGC,PKC,IOTA
PRKD1,44,22,KEA3,0.9342857142857143,4,PRKD1,CAMK,PKD,NA
PRKD2,157.66666666666666,167,KEA3,0.39714285714285713,2,PRKD2,CAMK,PKD,NA
PRKD3,254,230,KEA3,0.18857142857142858,1,PRKD3,CAMK,PKD,NA
PRKDC,67.66666666666667,44,KEA3,0.8485714285714285,4,PRKDC,ATYPICAL,PIKK,DNAPK
PRKG1,16.666666666666668,7,KEA3,0.9828571428571429,4,PRKG1,AGC,PKG,NA
PRKG2,230,216,KEA3,0.2342857142857143,1,PRKG2,AGC,PKG,NA
PRKX,269,240,KEA3,0.16,1,PRKX,AGC,PKA,NA
PRKY,140,143,KEA3,0.4828571428571429,2,PRKY,AGC,PKA,NA
PRPF4B,194,195,KEA3,0.3028571428571429,2,PRPF4B,CMGC,DYRK,PRP4
PTK2,120.66666666666667,126,KEA3,0.54,3,PTK2,TK,FAK,NA
PTK2B,94.66666666666667,83,KEA3,0.7028571428571428,3,PTK2B,TK,FAK,NA
PTK6,141,145,KEA3,0.47714285714285715,2,PTK6,TK,SRC,SRM
PXK,72,48,KEA3,0.8371428571428572,4,PXK,OTHER,SLOB,NA
RAF1,65.66666666666667,41,KEA3,0.8685714285714285,4,RAF1,TKL,RAF,RAF
RET,100.33333333333333,95,KEA3,0.66,3,RET,TK,RET,NA
RIOK1,282,250,KEA3,0.13142857142857142,1,RIOK1,ATYPICAL,RIO,RIO1
RIPK1,267,239,KEA3,0.16285714285714287,1,RIPK1,TKL,RIPK,NA
RIPK2,174.5,182,KEA3,0.34285714285714286,2,RIPK2,TKL,RIPK,NA
RIPK3,171,179,KEA3,0.35428571428571426,2,RIPK3,TKL,RIPK,NA
ROCK1,112.66666666666667,114,KEA3,0.5914285714285714,3,ROCK1,AGC,DMPK,ROCK
ROCK2,121,127,KEA3,0.5371428571428571,3,ROCK2,AGC,DMPK,ROCK
RPS6KA1,52.333333333333336,27,KEA3,0.92,4,RPS6KA1,AGC,RSK,RSK
RPS6KA2,72.5,49,KEA3,0.8342857142857143,4,RPS6KA2,AGC,RSK,RSK
RPS6KA3,65,39,KEA3,0.8771428571428571,4,RPS6KA3,AGC,RSK,RSK
RPS6KA4,73.5,50,KEA3,0.8285714285714286,4,RPS6KA4,AGC,RSK,MSK
RPS6KA5,80.66666666666667,61,KEA3,0.7914285714285715,4,RPS6KA5,AGC,RSK,MSK
RPS6KB1,59.333333333333336,34,KEA3,0.8971428571428571,4,RPS6KB1,AGC,RSK,P70
RPS6KB2,110,110,KEA3,0.6028571428571429,3,RPS6KB2,AGC,RSK,P70
RPS6KL1,308,270,KEA3,0.07428571428571429,1,RPS6KL1,AGC,RSKL,NA
SCYL1,325,284,KEA3,0.03428571428571429,1,SCYL1,OTHER,SCY1,NA
SCYL2,89.5,74,KEA3,0.7371428571428571,3,SCYL2,OTHER,SCY1,NA
SCYL3,249,226,KEA3,0.2,1,SCYL3,OTHER,SCY1,NA
SGK1,82.33333333333333,65,KEA3,0.7742857142857142,4,SGK1,AGC,SGK,NA
SGK2,2,2,KEA3,0.9971428571428571,4,SGK2,AGC,SGK,NA
SGK3,82,64,KEA3,0.7771428571428571,4,SGK3,AGC,SGK,NA
SIK1,193,194,KEA3,0.3057142857142857,2,SIK1,CAMK,CAMKL,QIK
SIK2,302,265,KEA3,0.08857142857142856,1,SIK2,CAMK,CAMKL,QIK
SMG1,328,286,KEA3,0.02857142857142857,1,SMG1,ATYPICAL,PIKK,SMG1
SNRK,217.5,207,KEA3,0.26285714285714284,2,SNRK,CAMK,CAMKL,SNRK
SRC,23.666666666666668,11,KEA3,0.9714285714285714,4,SRC,TK,SRC,SRCA
