Dataset,Barcode,Peptide,Kinase,LFC,totalMeanLFC
Pair16,NA,KCNA1_438_450,P38,NA,NA
Pair10,710230322,ACM1_444_456,ERK,0.3267131574527391,0.3267131574527391
Pair10,710230322,ACM1_444_456,JNK,0.3267131574527391,0.3267131574527391
Pair10,710230322,ACM1_444_456,P38,0.3267131574527391,0.3267131574527391
Pair10,710230322,ADDB_696_708,ERK,-0.8506223759617737,-0.8506223759617737
Pair10,710230322,ADDB_696_708,JNK,-0.8506223759617737,-0.8506223759617737
Pair10,710230322,ADDB_696_708,P38,-0.8506223759617737,-0.8506223759617737
Pair10,710230322,ADDB_706_718,ERK,0.013310453583378568,0.013310453583378568
Pair10,710230322,ADDB_706_718,JNK,0.013310453583378568,0.013310453583378568
Pair10,710230322,ADDB_706_718,P38,0.013310453583378568,0.013310453583378568
Pair10,710230322,BAD_69_81,ERK,-0.3677317845004868,-0.3677317845004868
Pair10,710230322,CA2D1_494_506,ERK,0.28610001575173527,0.28610001575173527
Pair10,710230322,CD27_212_224,ERK,0.7029515619011528,0.7029515619011528
Pair10,710230322,CD27_212_224,JNK,0.7029515619011528,0.7029515619011528
Pair10,710230322,CD27_212_224,P38,0.7029515619011528,0.7029515619011528
Pair10,710230322,CDK7_163_175,JNK,1.3843686696632693,1.3843686696632693
Pair10,710230322,CDK7_163_175,P38,1.3843686696632693,1.3843686696632693
Pair10,710230322,DCX_49_61,ERK,0.10642205913615421,0.10642205913615421
Pair10,710230322,DESP_2842_2854,P38,0,0
Pair10,710230322,E1A_ADE05_212_224,P38,4.14059504414719,4.14059504414719
Pair10,710230322,F263_454_466,ERK,0.7790910698388829,0.7790910698388829
Pair10,710230322,FIBA_569_581,ERK,0.1740293997750486,0.1740293997750486
Pair10,710230322,FIBA_569_581,JNK,0.1740293997750486,0.1740293997750486
Pair10,710230322,FOXO3_25_37,ERK,0.2515525594256456,0.2515525594256456
Pair10,710230322,FOXO3_25_37,P38,0.2515525594256456,0.2515525594256456
Pair10,710230322,GPR6_349_361,ERK,0.03242147769237791,0.03242147769237791
Pair10,710230322,GPR6_349_361,JNK,0.03242147769237791,0.03242147769237791
Pair10,710230322,GPR6_349_361,P38,0.03242147769237791,0.03242147769237791
Pair10,710230322,GSUB_61_73,ERK,0.22786755140259896,0.22786755140259896
Pair10,710230322,IF4E_203_215,ERK,0.306301859737963,0.306301859737963
Pair10,710230322,IF4E_203_215,P38,0.306301859737963,0.306301859737963
Pair10,710230322,KAP2_92_104,ERK,0.8005057911413846,0.8005057911413846
Pair10,710230322,KAPCG_192_206,ERK,0.1733316028855616,0.1733316028855616
Pair10,710230322,KCNA2_442_454,JNK,0,0
Pair10,710230322,KCNA2_442_454,P38,0,0
Pair10,710230322,KCNA6_504_516,ERK,1.6649618227863763,1.6649618227863763
Pair10,710230322,KCNA6_504_516,JNK,1.6649618227863763,1.6649618227863763
Pair10,710230322,LIPS_944_956,ERK,0.09650798085334644,0.09650798085334644
Pair10,710230322,MARCS_152_164,ERK,0.004707002677527328,0.004707002677527328
Pair10,710230322,MARCS_152_164,JNK,0.004707002677527328,0.004707002677527328
Pair10,710230322,MARCS_152_164,P38,0.004707002677527328,0.004707002677527328
Pair10,710230322,MARCS_160_172,ERK,0.29152535015787384,0.29152535015787384
Pair10,710230322,MARCS_160_172,JNK,0.29152535015787384,0.29152535015787384
Pair10,710230322,MARCS_160_172,P38,0.29152535015787384,0.29152535015787384
Pair10,710230322,MBP_222_234,ERK,0.40093596932715236,0.40093596932715236
Pair10,710230322,MBP_222_234,JNK,0.40093596932715236,0.40093596932715236
Pair10,710230322,MP2K1_287_299,ERK,-0.11706378548283691,-0.11706378548283691
Pair10,710230322,MP2K1_287_299,JNK,-0.11706378548283691,-0.11706378548283691
Pair10,710230322,MP2K1_287_299,P38,-0.11706378548283691,-0.11706378548283691
Pair10,710230322,MPIP3_208_220,ERK,0.0334969119880868,0.0334969119880868
Pair10,710230322,MPIP3_208_220,JNK,0.0334969119880868,0.0334969119880868
Pair10,710230322,MPIP3_208_220,P38,0.0334969119880868,0.0334969119880868
Pair10,710230322,NEK2_172_184,ERK,0.5717871119734226,0.5717871119734226
Pair10,710230322,NEK2_172_184,P38,0.5717871119734226,0.5717871119734226
Pair10,710230322,NEK3_158_170,ERK,0.7751849163966962,0.7751849163966962
Pair10,710230322,P53_12_24,ERK,0.46645457780534283,0.46645457780534283
Pair10,710230322,P53_12_24,JNK,0.46645457780534283,0.46645457780534283
Pair10,710230322,P53_12_24,P38,0.46645457780534283,0.46645457780534283
Pair10,710230322,PP2AB_297_309,JNK,-0.6181293646563559,-0.6181293646563559
Pair10,710230322,PPR1A_28_40,JNK,0.3910942875035097,0.3910942875035097
Pair10,710230322,PPR1A_28_40,P38,0.3910942875035097,0.3910942875035097
Pair10,710230322,PRKDC_2618_2630,P38,0.41619119389521453,0.41619119389521453
Pair10,710230322,PTK6_436_448,P38,0.21480924991738348,0.21480924991738348
Pair10,710230322,RAF1_253_265,ERK,0.34553099419078404,0.34553099419078404
Pair10,710230322,RAF1_253_265,JNK,0.34553099419078404,0.34553099419078404
Pair10,710230322,RAF1_253_265,P38,0.34553099419078404,0.34553099419078404
Pair10,710230322,RB_242_254,ERK,0.273855465034214,0.273855465034214
Pair10,710230322,RB_242_254,P38,0.273855465034214,0.273855465034214
Pair10,710230322,RB_803_815,ERK,0.2777926853011232,0.2777926853011232
Pair10,710230322,RB_803_815,JNK,0.2777926853011232,0.2777926853011232
Pair10,710230322,RBL2_655_667,ERK,0.5396664150683099,0.5396664150683099
Pair10,710230322,RBL2_655_667,JNK,0.5396664150683099,0.5396664150683099
Pair10,710230322,RBL2_655_667,P38,0.5396664150683099,0.5396664150683099
Pair10,710230322,TAU_524_536,ERK,-0.18708555260049486,-0.18708555260049486
Pair10,710230322,TAU_524_536,JNK,-0.18708555260049486,-0.18708555260049486
Pair10,710230322,TAU_524_536,P38,-0.18708555260049486,-0.18708555260049486
Pair10,710230322,YAP1_121_133,ERK,0.26678654069490126,0.26678654069490126
Pair10,710230322,YAP1_121_133,JNK,0.26678654069490126,0.26678654069490126
Pair10,710230322,YAP1_121_133,P38,0.26678654069490126,0.26678654069490126
Pair10,NA,IKKB_173_185_C179A,ERK,NA,NA
Pair10,NA,ELK1_356_368,ERK,NA,NA
Pair10,NA,MPH6_140_152,P38,NA,NA
Pair10,NA,MYC_51_63,ERK,NA,NA
Pair10,NA,RBL2_632_644,ERK,NA,NA
Pair10,NA,ATF2_47_59,ERK,NA,NA
Pair10,NA,CSK21_355_367,ERK,NA,NA
Pair10,NA,ELK1_410_422,ERK,NA,NA
Pair10,NA,FRAP_2475_2487,P38,NA,NA
Pair10,NA,KIF11_919_931,ERK,NA,NA
Pair10,NA,LMNB1_16_28,ERK,NA,NA
Pair10,NA,MK10_214_226,ERK,NA,NA
Pair10,NA,MYBB_513_525,ERK,NA,NA
Pair10,NA,PDE5A_95_107,ERK,NA,NA
Pair10,NA,TLE2_246_258,ERK,NA,NA
Pair10,NA,AKT1_301_313,ERK,NA,NA
Pair10,NA,ELK1_356_368,JNK,NA,NA
Pair10,NA,ELK1_410_422,JNK,NA,NA
Pair10,NA,IKBA_26_38,ERK,NA,NA
Pair10,NA,IKKB_686_698,ERK,NA,NA
Pair10,NA,KPB1_1011_1023,P38,NA,NA
Pair10,NA,MP2K1_281_293,ERK,NA,NA
Pair10,NA,P53_308_323,ERK,NA,NA
Pair10,NA,PDPK1_27_39,ERK,NA,NA
Pair10,NA,RB_774_786,ERK,NA,NA
Pair10,NA,BRCA1_1451_1463,ERK,NA,NA
Pair10,NA,C1R_201_213,ERK,NA,NA
Pair10,NA,COF1_17_29,ERK,NA,NA
Pair10,NA,CSK21_355_367,JNK,NA,NA
Pair10,NA,ERF_519_531,ERK,NA,NA
Pair10,NA,MP2K1_281_293,JNK,NA,NA
Pair10,NA,MYC_51_63,JNK,NA,NA
Pair10,NA,PDE5A_95_107,JNK,NA,NA
Pair10,NA,RAB1A_187_199,ERK,NA,NA
Pair10,NA,RBL2_632_644,JNK,NA,NA
Pair10,NA,SRC8_CHICK_423_435,ERK,NA,NA
Pair10,NA,TLE2_246_258,JNK,NA,NA
Pair10,NA,ATF2_47_59,JNK,NA,NA
Pair10,NA,KIF11_919_931,JNK,NA,NA
Pair10,NA,MK10_214_226,JNK,NA,NA
Pair10,NA,MYBB_513_525,JNK,NA,NA
Pair10,NA,P53_308_323,JNK,NA,NA
Pair10,NA,RAB1A_187_199,JNK,NA,NA
Pair10,NA,RB_774_786,JNK,NA,NA
Pair10,NA,SRC8_CHICK_423_435,JNK,NA,NA
Pair10,NA,AKT1_301_313,JNK,NA,NA
Pair10,NA,BRCA1_1451_1463,JNK,NA,NA
Pair10,NA,C1R_201_213,JNK,NA,NA
Pair10,NA,CSK21_355_367,P38,NA,NA
Pair10,NA,ELK1_356_368,P38,NA,NA
Pair10,NA,ELK1_410_422,P38,NA,NA
Pair10,NA,KCNA1_438_450,ERK,NA,NA
Pair10,NA,KIF11_919_931,P38,NA,NA
Pair10,NA,LMNB1_16_28,JNK,NA,NA
Pair10,NA,MP2K1_281_293,P38,NA,NA
Pair10,NA,MYBB_513_525,P38,NA,NA
Pair10,NA,P53_308_323,P38,NA,NA
Pair10,NA,PDE5A_95_107,P38,NA,NA
Pair10,NA,RBL2_632_644,P38,NA,NA
Pair10,NA,ATM_1972_1984,JNK,NA,NA
Pair10,NA,C1R_201_213,P38,NA,NA
Pair10,NA,ERF_519_531,P38,NA,NA
Pair10,NA,IKKB_686_698,JNK,NA,NA
Pair10,NA,KCNA3_461_473,JNK,NA,NA
Pair10,NA,PDPK1_27_39,JNK,NA,NA
Pair10,NA,RB_774_786,P38,NA,NA
Pair10,NA,RBL2_959_971,ERK,NA,NA
Pair10,NA,SRC8_CHICK_423_435,P38,NA,NA
Pair10,NA,TLE2_246_258,P38,NA,NA
Pair10,NA,CDN1B_151_163,P38,NA,NA
Pair10,NA,COF1_17_29,P38,NA,NA
Pair10,NA,IKKB_686_698,P38,NA,NA
Pair10,NA,RBL2_959_971,JNK,NA,NA
Pair10,NA,ATF2_47_59,P38,NA,NA
Pair10,NA,KCNA1_438_450,JNK,NA,NA
Pair10,NA,LMNB1_16_28,P38,NA,NA
Pair10,NA,AKT1_301_313,P38,NA,NA
Pair10,NA,MK10_214_226,P38,NA,NA
Pair10,NA,RBL2_959_971,P38,NA,NA
Pair10,NA,KCNA3_461_473,P38,NA,NA
Pair10,NA,KCNA1_438_450,P38,NA,NA
Pair07,710230323,ACM1_444_456,ERK,0.4654669261219837,0.4654669261219837
Pair07,710230323,ACM1_444_456,JNK,0.4654669261219837,0.4654669261219837
Pair07,710230323,ACM1_444_456,P38,0.4654669261219837,0.4654669261219837
Pair07,710230323,ADDB_696_708,ERK,0.3764739180549559,0.3764739180549559
Pair07,710230323,ADDB_696_708,JNK,0.3764739180549559,0.3764739180549559
Pair07,710230323,ADDB_696_708,P38,0.3764739180549559,0.3764739180549559
Pair07,710230323,ADDB_706_718,ERK,-0.437381420496636,-0.437381420496636
Pair07,710230323,ADDB_706_718,JNK,-0.437381420496636,-0.437381420496636
Pair07,710230323,ADDB_706_718,P38,-0.437381420496636,-0.437381420496636
Pair07,710230323,BAD_69_81,ERK,-0.16542360920737176,-0.16542360920737176
Pair07,710230323,CA2D1_494_506,ERK,-0.6662108212498099,-0.6662108212498099
Pair07,710230323,CD27_212_224,ERK,0.16077599203172444,0.16077599203172444
Pair07,710230323,CD27_212_224,JNK,0.16077599203172444,0.16077599203172444
Pair07,710230323,CD27_212_224,P38,0.16077599203172444,0.16077599203172444
Pair07,710230323,CDK7_163_175,JNK,0.12353643814298909,0.12353643814298909
Pair07,710230323,CDK7_163_175,P38,0.12353643814298909,0.12353643814298909
Pair07,710230323,DCX_49_61,ERK,-0.3512901545187055,-0.3512901545187055
Pair07,710230323,DESP_2842_2854,P38,0.5261984979493861,0.5261984979493861
Pair07,710230323,E1A_ADE05_212_224,P38,0.1781568961443245,0.1781568961443245
Pair07,710230323,F263_454_466,ERK,0.17817971600412363,0.17817971600412363
Pair07,710230323,FIBA_569_581,ERK,0.7327533428792918,0.7327533428792918
Pair07,710230323,FIBA_569_581,JNK,0.7327533428792918,0.7327533428792918
Pair07,710230323,FOXO3_25_37,ERK,0.12826856833968225,0.12826856833968225
Pair07,710230323,FOXO3_25_37,P38,0.12826856833968225,0.12826856833968225
Pair07,710230323,GPR6_349_361,ERK,-0.0735139243162446,-0.0735139243162446
Pair07,710230323,GPR6_349_361,JNK,-0.0735139243162446,-0.0735139243162446
Pair07,710230323,GPR6_349_361,P38,-0.0735139243162446,-0.0735139243162446
Pair07,710230323,GSUB_61_73,ERK,0.003925703213800258,0.003925703213800258
Pair07,710230323,IF4E_203_215,ERK,-0.1119894363096563,-0.1119894363096563
Pair07,710230323,IF4E_203_215,P38,-0.1119894363096563,-0.1119894363096563
Pair07,710230323,KAP2_92_104,ERK,0.5808108574506887,0.5808108574506887
Pair07,710230323,KAPCG_192_206,ERK,-0.6145206919560895,-0.6145206919560895
Pair07,710230323,KCNA2_442_454,JNK,-0.0710830980614825,-0.0710830980614825
Pair07,710230323,KCNA2_442_454,P38,-0.0710830980614825,-0.0710830980614825
Pair07,710230323,KCNA6_504_516,ERK,0.6573314318772558,0.6573314318772558
Pair07,710230323,KCNA6_504_516,JNK,0.6573314318772558,0.6573314318772558
Pair07,710230323,LIPS_944_956,ERK,1.0406419844973462,1.0406419844973462
Pair07,710230323,MARCS_152_164,ERK,0.3916776183242243,0.3916776183242243
Pair07,710230323,MARCS_152_164,JNK,0.3916776183242243,0.3916776183242243
Pair07,710230323,MARCS_152_164,P38,0.3916776183242243,0.3916776183242243
Pair07,710230323,MARCS_160_172,ERK,0.20058555414410772,0.20058555414410772
Pair07,710230323,MARCS_160_172,JNK,0.20058555414410772,0.20058555414410772
Pair07,710230323,MARCS_160_172,P38,0.20058555414410772,0.20058555414410772
Pair07,710230323,MBP_222_234,ERK,-0.06024654243685745,-0.06024654243685745
Pair07,710230323,MBP_222_234,JNK,-0.06024654243685745,-0.06024654243685745
Pair07,710230323,MP2K1_287_299,ERK,-0.11053735585275959,-0.11053735585275959
Pair07,710230323,MP2K1_287_299,JNK,-0.11053735585275959,-0.11053735585275959
Pair07,710230323,MP2K1_287_299,P38,-0.11053735585275959,-0.11053735585275959
Pair07,710230323,MPIP3_208_220,ERK,0.3787621128872938,0.3787621128872938
Pair07,710230323,MPIP3_208_220,JNK,0.3787621128872938,0.3787621128872938
Pair07,710230323,MPIP3_208_220,P38,0.3787621128872938,0.3787621128872938
Pair07,710230323,NEK2_172_184,ERK,-0.23698979754940552,-0.23698979754940552
Pair07,710230323,NEK2_172_184,P38,-0.23698979754940552,-0.23698979754940552
Pair07,710230323,NEK3_158_170,ERK,-0.28548925666148994,-0.28548925666148994
Pair07,710230323,P53_12_24,ERK,0.1613712759792456,0.1613712759792456
Pair07,710230323,P53_12_24,JNK,0.1613712759792456,0.1613712759792456
Pair07,710230323,P53_12_24,P38,0.1613712759792456,0.1613712759792456
Pair07,710230323,PP2AB_297_309,JNK,0.6225259136776398,0.6225259136776398
Pair07,710230323,PPR1A_28_40,JNK,0.18200029836945752,0.18200029836945752
Pair07,710230323,PPR1A_28_40,P38,0.18200029836945752,0.18200029836945752
Pair07,710230323,PRKDC_2618_2630,P38,-0.0162850835874897,-0.0162850835874897
Pair07,710230323,PTK6_436_448,P38,-0.2860510585587659,-0.2860510585587659
Pair07,710230323,RAF1_253_265,ERK,1.172574137559307,1.172574137559307
Pair07,710230323,RAF1_253_265,JNK,1.172574137559307,1.172574137559307
Pair07,710230323,RAF1_253_265,P38,1.172574137559307,1.172574137559307
Pair07,710230323,RB_242_254,ERK,-0.16906883887331592,-0.16906883887331592
Pair07,710230323,RB_242_254,P38,-0.16906883887331592,-0.16906883887331592
Pair07,710230323,RB_803_815,ERK,-0.34422834675620084,-0.34422834675620084
Pair07,710230323,RB_803_815,JNK,-0.34422834675620084,-0.34422834675620084
Pair07,710230323,RBL2_655_667,ERK,-0.08576806228219347,-0.08576806228219347
Pair07,710230323,RBL2_655_667,JNK,-0.08576806228219347,-0.08576806228219347
Pair07,710230323,RBL2_655_667,P38,-0.08576806228219347,-0.08576806228219347
Pair07,710230323,TAU_524_536,ERK,0.15089290097711405,0.15089290097711405
Pair07,710230323,TAU_524_536,JNK,0.15089290097711405,0.15089290097711405
Pair07,710230323,TAU_524_536,P38,0.15089290097711405,0.15089290097711405
Pair07,710230323,YAP1_121_133,ERK,0.24143817702699444,0.24143817702699444
Pair07,710230323,YAP1_121_133,JNK,0.24143817702699444,0.24143817702699444
Pair07,710230323,YAP1_121_133,P38,0.24143817702699444,0.24143817702699444
Pair07,NA,IKKB_173_185_C179A,ERK,NA,NA
Pair07,NA,ELK1_356_368,ERK,NA,NA
Pair07,NA,MPH6_140_152,P38,NA,NA
Pair07,NA,MYC_51_63,ERK,NA,NA
Pair07,NA,RBL2_632_644,ERK,NA,NA
Pair07,NA,ATF2_47_59,ERK,NA,NA
Pair07,NA,CSK21_355_367,ERK,NA,NA
Pair07,NA,ELK1_410_422,ERK,NA,NA
