Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971),1/20,0.0059856908667451705,0.02012400099509621,0,0,210.26315789473685,1076.2074808846232,CDC25C
branched-chain amino acid catabolic process (GO:0009083),1/20,0.0059856908667451705,0.02012400099509621,0,0,210.26315789473685,1076.2074808846232,BCKDK
branched-chain amino acid metabolic process (GO:0009081),1/20,0.0059856908667451705,0.02012400099509621,0,0,210.26315789473685,1076.2074808846232,BCKDK
regulation of nuclear division (GO:0051783),1/20,0.0059856908667451705,0.02012400099509621,0,0,210.26315789473685,1076.2074808846232,CDC25C
positive regulation of lymphocyte differentiation (GO:0045621),1/20,0.0059856908667451705,0.02012400099509621,0,0,210.26315789473685,1076.2074808846232,CD27
regulation of protein kinase A signaling (GO:0010738),1/20,0.0059856908667451705,0.02012400099509621,0,0,210.26315789473685,1076.2074808846232,PRKAR2A
acetylcholine receptor signaling pathway (GO:0095500),1/21,0.006284191332539439,0.02012400099509621,0,0,199.74,1012.6254955871668,CHRM1
response to glucagon (GO:0033762),1/21,0.006284191332539439,0.02012400099509621,0,0,199.74,1012.6254955871668,PRKAR2A
negative regulation of small molecule metabolic process (GO:0062014),1/22,0.006582617147928667,0.02012400099509621,0,0,190.21904761904761,955.5316921910462,BCKDK
protein localization to cell junction (GO:1902414),1/22,0.006582617147928667,0.02012400099509621,0,0,190.21904761904761,955.5316921910462,DSP
positive regulation of cell cycle G2/M phase transition (GO:1902751),1/23,0.006880968324420164,0.02045176696424882,0,0,181.56363636363636,904.0045996114618,CDC25C
regulation of cAMP-mediated signaling (GO:0043949),1/25,0.007477446810139074,0.021054916018023184,0,0,166.41666666666666,814.7533474976135,PRKAR2A
regulation of cardiac muscle cell action potential (GO:0098901),1/25,0.007477446810139074,0.021054916018023184,0,0,166.41666666666666,814.7533474976135,DSP
regulation of cardiac muscle cell contraction (GO:0086004),1/27,0.00807362689081275,0.022150719931204214,0,0,153.6,740.2218192098322,DSP
regulation of small molecule metabolic process (GO:0062012),1/28,0.008371605061186147,0.022394043538672942,0,0,147.9037037037037,707.410051609059,BCKDK
heterotypic cell-cell adhesion (GO:0034113),1/30,0.008967337727522093,0.02305499699347554,0,0,137.68965517241378,649.0919521468393,DSP
renal water homeostasis (GO:0003091),1/31,0.009265092249714469,0.02305499699347554,0,0,133.09333333333333,623.0766346487915,PRKAR2A
peptide cross-linking (GO:0018149),1/31,0.009265092249714469,0.02305499699347554,0,0,133.09333333333333,623.0766346487915,DSP
regulation of glucose metabolic process (GO:0010906),1/34,0.010157908740538318,0.024153249671946667,0,0,120.97575757575757,555.2185648964451,BCKDK
ventricular cardiac muscle tissue morphogenesis (GO:0055010),1/34,0.010157908740538318,0.024153249671946667,0,0,120.97575757575757,555.2185648964451,DSP
regulation of heart rate by cardiac conduction (GO:0086091),1/39,0.011644446786079536,0.027085995785011096,0,0,105.03157894736842,467.6978364624713,DSP
keratinocyte differentiation (GO:0030216),1/41,0.012238541027235605,0.02786221042370659,0,0,99.77,439.3037926149688,DSP
positive regulation of ion transport (GO:0043270),1/50,0.014908284799373634,0.03248945245349734,0,0,81.40816326530613,342.3895623444841,CHRM1
epidermal cell differentiation (GO:0009913),1/53,0.015796862298306416,0.03248945245349734,0,0,76.7,318.1473007644563,DSP
positive regulation of NIK/NF-kappaB signaling (GO:1901224),1/53,0.015796862298306416,0.03248945245349734,0,0,76.7,318.1473007644563,CD27
positive regulation of B cell activation (GO:0050871),1/53,0.015796862298306416,0.03248945245349734,0,0,76.7,318.1473007644563,CD27
regulation of cellular amino acid metabolic process (GO:0006521),1/54,0.016092906355470643,0.03248945245349734,0,0,75.24905660377358,310.73170127161313,BCKDK
regulation of cyclin-dependent protein kinase activity (GO:1904029),1/54,0.016092906355470643,0.03248945245349734,0,0,75.24905660377358,310.73170127161313,CDC25C
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1/56,0.016684771898756546,0.03301015111508461,0,0,72.50545454545454,296.7835926147705,CDC25C
regulation of mitotic nuclear division (GO:0007088),1/57,0.01698059341210605,0.03301015111508461,0,0,71.20714285714286,290.2178235808619,CDC25C
positive regulation of mitotic cell cycle phase transition (GO:1901992),1/58,0.017276340770511572,0.03301015111508461,0,0,69.95438596491228,283.9040901406788,CDC25C
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),1/60,0.017867613092024802,0.03354095790959042,0,0,67.57627118644068,271.9786468771055,CHRM1
organonitrogen compound catabolic process (GO:1901565),1/63,0.018753965791591908,0.03449768674474749,0,0,64.29677419354839,255.6664806393233,BCKDK
mitotic G1 DNA damage checkpoint signaling (GO:0031571),1/65,0.019344497240045323,0.03449768674474749,0,0,62.28125,245.72116030177747,CDC25C
"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",1/65,0.019344497240045323,0.03449768674474749,0,0,62.28125,245.72116030177747,CHRM1
wound healing (GO:0042060),1/70,0.020819530478468958,0.03651950428190456,0,0,57.7536231884058,223.6141610659621,DSP
extrinsic apoptotic signaling pathway (GO:0097191),1/72,0.021409025932894128,0.036626646568000465,0,0,56.12112676056338,215.72639402918236,CD27
positive regulation of JNK cascade (GO:0046330),1/73,0.02170366274746418,0.036626646568000465,0,0,55.33888888888889,211.9631207182121,CD27
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",1/74,0.021998225646662723,0.036626646568000465,0,0,54.57808219178082,208.31326833148967,CDC25C
negative regulation of protein serine/threonine kinase activity (GO:0071901),1/78,0.023175738337888063,0.036626646568000465,0,0,51.73246753246753,194.75459813850165,PRKAR2A
regulation of ion transport (GO:0043269),1/79,0.023469931862476083,0.036626646568000465,0,0,51.06666666666667,191.60392946538713,CHRM1
skin development (GO:0043588),1/80,0.023764051554239853,0.036626646568000465,0,0,50.41772151898734,188.54116752551658,DSP
regulation of NIK/NF-kappaB signaling (GO:1901222),1/80,0.023764051554239853,0.036626646568000465,0,0,50.41772151898734,188.54116752551658,CD27
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),1/81,0.024058097426544505,0.036626646568000465,0,0,49.785,185.56281640401846,CHRM1
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),1/82,0.024352069500002304,0.036626646568000465,0,0,49.1679012345679,182.66556005448462,CDC25C
cell-cell junction organization (GO:0045216),1/82,0.024352069500002304,0.036626646568000465,0,0,49.1679012345679,182.66556005448462,DSP
epidermis development (GO:0008544),1/83,0.024645967784075077,0.036626646568000465,0,0,48.56585365853658,179.84625102158773,DSP
cellular amino acid catabolic process (GO:0009063),1/90,0.026701190968624527,0.03903258709080645,0,0,44.73033707865169,162.0601184375955,BCKDK
positive regulation of transport (GO:0051050),1/91,0.02699449948336147,0.03903258709080645,0,0,44.23111111111111,159.76817645417998,CHRM1
positive regulation of stress-activated MAPK cascade (GO:0032874),1/99,0.02933831724779352,0.04185599927351876,0,0,40.60408163265306,143.28615448776515,CD27
regulation of JNK cascade (GO:0046328),1/105,0.031093091576432783,0.04305418920788923,0,0,38.25,132.75693797566336,CD27
regulation of cell cycle process (GO:0010564),1/106,0.03138529680575103,0.04305418920788923,0,0,37.883809523809525,131.13161496811227,CDC25C
cellular response to peptide hormone stimulus (GO:0071375),1/106,0.03138529680575103,0.04305418920788923,0,0,37.883809523809525,131.13161496811227,PRKAR2A
regulation of protein serine/threonine kinase activity (GO:0071900),1/111,0.032845221719150774,0.04448656612593839,0,0,36.152727272727276,123.49587265377751,CDC25C
activation of protein kinase activity (GO:0032147),1/114,0.033720296216731616,0.04476163960945746,0,0,35.18761061946903,119.27387298714444,PRKAR2A
cellular protein modification process (GO:0006464),2/1025,0.03429264184043145,0.04476163960945746,0,0,9.272238514173997,31.27363296550753,BCKDK;DSP
tumor necrosis factor-mediated signaling pathway (GO:0033209),1/116,0.03430331259790198,0.04476163960945746,0,0,34.57217391304348,116.59511813891989,CD27
G2/M transition of mitotic cell cycle (GO:0000086),1/130,0.03837622559989691,0.04925388251588248,0,0,30.7984496124031,100.41271303749778,CDC25C
cell cycle G2/M phase transition (GO:0044839),1/131,0.03866659935826289,0.04925388251588248,0,0,30.56,99.4049298240761,CDC25C
negative regulation of inflammatory response to antigenic stimulus (GO:0002862),1/136,0.04011737243482153,0.05027420879763403,0,0,29.42074074074074,94.61550793242431,PRKAR2A
regulation of inflammatory response to antigenic stimulus (GO:0002861),1/137,0.040407308005575016,0.05027420879763403,0,0,29.20294117647059,93.70478036325976,PRKAR2A
regulation of G2/M transition of mitotic cell cycle (GO:0010389),1/149,0.043880846617344746,0.05396839756386078,0,0,26.818918918918918,83.84337876336214,CDC25C
negative regulation of immune response (GO:0050777),1/178,0.05223199868574128,0.06279577370083503,0,0,22.392090395480228,66.102793706935,PRKAR2A
regulation of mitotic cell cycle (GO:0007346),1/178,0.05223199868574128,0.06279577370083503,0,0,22.392090395480228,66.102793706935,CDC25C
cellular response to tumor necrosis factor (GO:0071356),1/194,0.05681345106115677,0.06754488070604193,0,0,20.519170984455958,58.84861646164069,CD27
mitotic cell cycle phase transition (GO:0044772),1/209,0.06109178723869803,0.07127064147352383,0,0,19.025,53.18206334735916,CDC25C
negative regulation of inflammatory response (GO:0050728),1/212,0.06194551081343659,0.07127064147352383,0,0,18.75165876777251,52.15774145416644,PRKAR2A
phosphate-containing compound metabolic process (GO:0006796),1/212,0.06194551081343659,0.07127064147352383,0,0,18.75165876777251,52.15774145416644,BCKDK
supramolecular fiber organization (GO:0097435),1/351,0.10079839124199,0.11473859428609501,0,0,11.225142857142858,25.757581920560924,DSP
negative regulation of programmed cell death (GO:0043069),1/381,0.10900542139865987,0.12277452725954321,0,0,10.323157894736843,22.87981007938952,CD27
phosphorylation (GO:0016310),1/400,0.11417084824131203,0.1272529246022957,0,0,9.822055137844611,21.314441936770365,BCKDK
regulation of intracellular signal transduction (GO:1902531),1/437,0.12415824042432258,0.1369580590247682,0,0,8.971559633027523,18.71645330247389,PRKAR2A
nervous system development (GO:0007399),1/447,0.12684136778772007,0.13849006482944945,0,0,8.765919282511211,18.100028322577145,CHRM1
neutrophil degranulation (GO:0043312),1/481,0.13591282245621636,0.14452415592047524,0,0,8.130833333333333,16.22704240839014,DSP
negative regulation of apoptotic process (GO:0043066),1/485,0.13697486946968407,0.14452415592047524,0,0,8.061983471074381,16.026882961137105,CD27
neutrophil activation involved in immune response (GO:0002283),1/485,0.13697486946968407,0.14452415592047524,0,0,8.061983471074381,16.026882961137105,DSP
neutrophil mediated immunity (GO:0002446),1/488,0.13777069069054648,0.14452415592047524,0,0,8.011088295687886,15.879295928232638,DSP
protein phosphorylation (GO:0006468),1/496,0.1398898913872559,0.14532250852850856,0,0,7.878383838383838,15.495990460839781,BCKDK
positive regulation of intracellular signal transduction (GO:1902533),1/546,0.15303679819625868,0.15745132122115074,0,0,7.137247706422018,13.397162623877756,CD27
cytokine-mediated signaling pathway (GO:0019221),1/621,0.17244290587638317,0.17572753265498092,0,0,6.249677419354839,10.984989739295798,CD27
regulation of apoptotic process (GO:0042981),1/742,0.20296977272066696,0.20488458189727704,0,0,5.196491228070175,8.286835279853548,CD27
regulation of cell population proliferation (GO:0042127),1/764,0.20841797228460673,0.20841797228460673,0,0,5.04089121887287,7.905174674708202,CHRM1
